Residuals	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled	genotype
K05823|N-acetyldiaminopimelate deacetylase [EC.3.5.1.47]	0.933538722704498	0.0355562474249079	0.000453548829419063	0.0304514810411752	0
K05837|rod shape determining protein RodA	0.920559790436941	0.0664531374604053	0.000504599807589553	0.0124824722950645	0
K05916|nitric oxide dioxygenase [EC.1.14.12.17]	0.745389622409885	0.0927754002391328	0.0967084986637026	0.0628374842029327	0.0022889944843465
K05922|quinone-reactive Ni|Fe-hydrogenase large subunit	0.841291978025436	0.0614433069065359	0.00122671863327545	0.0960379964347523	0
K05927|quinone-reactive Ni|Fe-hydrogenase small subunit	0.894190715989001	0.0504810107902657	0.00229409209861606	0.0530341811221169	0
K05946|N-acetylglucosaminyldiphosphoundecaprenol	0.660655468985794	0.0685328775654762	0.111807029351154	0.0284346140373774	0.130570010060198
K05964|holo-ACP synthase [EC.2.7.7.61]	0.858072592296583	0.051286048149839	0.037016220283218	0.0536251392703603	0
K05970|sialate O-acetylesterase	0.837981253491339	0.0537697584849812	0.0203444640084368	0.0191703470154537	0.0687341769997896
K05985|ribonuclease M5	0.650475999618063	0.0394445189886583	0.175773316846826	0.000806847507916368	0.133499317038537
K05989|alpha-L-rhamnosidase	0.873350298107096	0.0208523859937373	0.101065389705858	0.0047319261933091	0
K06001|tryptophan synthase beta chain [EC.4.2.1.20]	0.951180260461813	0.0285953786708417	0.0201720903252081	5.22705421368416e-05	0
K06023|HPr kinase|phosphorylase	0.773413343546997	0.0652203539707849	0.047879922685021	0.0724031603640823	0.0410832194331151
K06024|segregation and condensation protein B	0.891829403750972	0.0437166540105221	5.22968330263885e-05	0.0644016454054801	0
K06041|arabinose-5-phosphate isomerase [EC.5.3.1.13]	0.896432663716707	0.0875275839736357	0.00078822989173314	0.015251522417924	0
K06131|cardiolipin synthase A|B [EC.2.7.8.-]	0.668884772430791	0.0607179665100035	0.0859026220971166	0.0325608405322154	0.151933798429873
K06142|outer membrane protein	0.699887058744532	0.0274207755653388	0.011455025949186	0.247988149312188	0.0132489904287546
K06147|ATP-binding cassette, subfamily B, bacterial	0.834291045253695	0.0344145092139826	0.00128063539660049	0.0653436936487135	0.064670116487008
K06148|ATP-binding cassette, subfamily C, bacterial	0.885104200764025	0.0278236808695187	0.000215728967837228	0.0383423180009002	0.0485140713977191
K06153|undecaprenyl-diphosphatase [EC.3.6.1.27]	0.703392976315071	0.00919943989688829	0.281249227680656	6.43200878662623e-07	0.00615771290650691
K06158|ATP-binding cassette, sub-family F, member 3	0.667056218253658	0.0451333313176241	0.170896742418019	0.00800955938260906	0.108904148628089
K06167|phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC.3.1.4.55]	0.78196492032884	0.00719346534840276	0.0271883889795625	0.102425684225023	0.0812275411181717
K06168|bifunctional enzyme involved in thiolation and methylation of tRNA	0.983698255504183	0.00662265855334025	1.47788268973672e-07	0.00967893815420803	0
K06173|tRNA pseudouridine synthase A	0.902076160225902	0.0598530905407042	1.04156146580294e-05	0.00134500617024189	0.0367153274484937
K06176|tRNA pseudouridine synthase D	0.904278210261647	0.0450526538990114	0.00996833110811345	0.0407008047312284	0
K06178|ribosomal large subunit pseudouridine synthase B	0.791741536510511	0.0566712100416941	0.0579375098500642	0.0936497435977308	0
K06180|ribosomal large subunit pseudouridine synthase D	0.903400118220557	4.12934230988907e-05	0.0311601481509706	0.00527614151447913	0.0601222986908947
K06182|ribosomal large subunit pseudouridine synthase F	0.504945962962746	0.0848681659129484	0.245807258858158	0.012355419474801	0.152023192791347
K06187|recombination protein RecR	0.765299615047718	0.0119565862086466	0.0389932195982132	0.0647655412403564	0.118985037905066
K06196|cytochrome c-type biogenesis protein	0.944105671597443	0.0301197023198367	0.00144800567532558	0.0243266204073946	0
K06198|competence protein CoiA	0.87029690607321	0.0344505496527055	0.00144494958484998	0.0178558868534483	0.0759517078357858
K06199|CrcB protein	0.890433375046662	0.0539989768792089	0.0341706229572641	0.00471980457187075	0.0166772205449945
K06201|copper homeostasis protein	0.464777387858944	0.00173164136438138	0.468676172244525	0.0148784612509902	0.0499363372811592
K06204|DnaK suppressor protein	0.874866065436848	0.0176119343130686	0.0968275527202204	0.0106944475298629	0
K06207|GTP-binding protein	0.800962484438209	0.174850268160056	0.0122647464838665	0.0119225009178688	0
K06209|chorismate mutase [EC.5.4.99.5]	0.934649107230367	0.0505464682489168	0.0145431609529521	0.000261263567764245	0
K06215|pyridoxal 5-phosphate synthase pdxS subunit [EC.4.3.3.6]	0.906856332654702	0.00349188772145367	0.00302170446472421	0.00950552574757489	0.0771245494115454
K06216|putative ribose uptake protein	0.667001028094311	0.166479807612744	0.0226632970663017	0.0175959834387136	0.12625988378793
K06217|phosphate starvation-inducible protein PhoH and related proteins	0.808476157906345	0.0656376049188388	0.00336229820268169	0.122523938972135	0
K06223|DNA adenine methylase [EC.2.1.1.72]	0.881515187309621	0.1029322213955	0.0125752832246292	0.00297730807024979	0
K06283|putative DeoR family transcriptional regulator, stage III	0.954481412328522	0.0234439944313893	0.00644272657613602	0.015631866663953	0
K06284|transcriptional pleiotropic regulator of transition state genes	0.732611932731132	0.00543248704419139	0.111116356905838	0.000850550572435759	0.149988672746403
K06287|septum formation protein	0.801750000123897	0.124689651823398	0.0663371943819955	0.00722315367070879	0
K06310|spore germination protein	0.746756673780534	0.0517291723609032	0.114002672054692	0.0309452791027919	0.0565662027010794
K06346|spoIIIJ-associated protein	0.923875900720763	0.0462387833585932	0.00692884833668328	0.0229564675839609	0
K06381|stage II sporulation protein D	0.642563397511386	0.0744079477355843	0.171094633232763	0.0151571316443691	0.0967768898758973
K06382|stage II sporulation protein E	0.578961289945614	0.0540564762471923	0.204659659898452	0.0184339696391191	0.143888604269623
K06383|stage II sporulation protein GA (sporulation sigma-E factor	0.662589172252129	0.0619610706389953	0.167485338244433	0.012919990765473	0.0950444280989693
K06385|stage II sporulation protein P	0.714235069249022	0.0510110392235833	0.14826660864428	0.0151355396014876	0.0713517432816279
K06392|stage III sporulation protein AC	0.785850317931343	0.0492281223727523	0.0256267417458822	0.0166833391530372	0.122611478796985
K06395|stage III sporulation protein AF	0.708876594534964	0.0379600711836609	0.145438758659288	0.0429764745442158	0.0647481010778718
K06396|stage III sporulation protein AG	0.6883199646863	0.0523766269089968	0.154315310243621	0.0127438080256732	0.0922442901354091
K06398|stage IV sporulation protein A	0.847601691466799	2.40348703191539e-06	0.0774124353841188	0.0749834696620508	0
K06406|stage V sporulation protein AD	0.934000791417482	0.0261196498326943	0.0396381766139036	0.000241382135919628	0
K06407|stage V sporulation protein AE	0.926810099682494	0.0109578927543345	0.00135290298107483	0.0608791045820963	0
K06409|stage V sporulation protein B	0.656968393068267	0.0834994638048681	0.125209374803646	0.0537208888242615	0.080601879498957
K06411|dipicolinate synthase subunit B	0.643247500291668	0.055367690944502	0.192566516304894	0.00687390461412978	0.101944387844806
K06412|stage V sporulation protein G	0.669309289182547	0.0256680732917326	0.130015331122906	0.120005227974921	0.0550020784278938
K06416|stage V sporulation protein S	0.774520171790238	0.0706591975692535	0.10134089157677	0.0534797390637382	0
K06436|spore coat assemly protein	0.688359292860274	0.0485723341525953	0.132952403799459	0.0363469924535531	0.093768976734118
K06442|putative hemolysin	0.917337290735746	0.0810198781742967	1.30643976029627e-05	0.00162976669235435	0
K06726|D-ribose pyranase [EC.5.4.99.62]	0.955395639086553	0.0171600057954795	0.00164631350853894	0.0257980416094283	0
K06861|lipopolysaccharide export system ATP-binding protein [EC.3.6.3.-]	0.940083917631323	0.0248566828986744	0.0127042061525266	0.0223551933174758	0
K06881|bifunctional oligoribonuclease and PAP phosphatase NrnA [EC.3.1.3.7 3.1.13.3]	0.81220685574121	0.000488290502631213	0.0450559257892664	0.0653364938549623	0.0769124341119301
K06886|hemoglobin	0.94465976624064	0.0323400425969817	0.0191307547699628	0.00386943639241595	0
K06891|ATP-dependent Clp protease adaptor protein ClpS	0.85594951949048	0.123747931629778	0.00931934448654298	0.0109832043931989	0
K06901|putative MFS transporter, AGZA family, xanthine|uracil permease	0.683715471530676	0.0629321460495138	0.141192648016865	0.0188381617076376	0.0933215726953077
K06920|7-cyano-7-deazaguanine synthase [EC.6.3.4.20]	0.722130504830416	0.028127957728337	0.247440338086189	0.000529776149349956	0.00177142320570818
K06941|ribosomal RNA large subunit methyltransferase N	0.888769067270942	0.0864196068502378	0.00752609404644452	0.0172852318323758	0
K06949|ribosome biogenesis GTPase	0.793425780242818	0.0549896006866643	0.0817275254232475	0.0691363359344905	0.000720757712779508
K06969|putative SAM-dependent methyltransferase	0.881175708038641	0.0703221002366179	0.00531354443304628	0.0431886472916947	6.95634353525693e-18
K06994|putative drug exporter of the RND superfamily	0.9027806969012	0.0341199337664027	5.32009136356768e-06	0.034863106577871	0.0282309426631622
K07023|putative hydrolases of HD superfamily	0.721240176712801	0.100974570830368	0.0651098922893377	0.00805609573187909	0.104619264435614
K07031|D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC.2.7.1.168]	0.824893395850306	0.0402346819729867	0.0341686691103622	0.100703253066345	0
K07091|lipopolysaccharide export system permease protein	0.895345856035462	0.0082123742419801	0.0244985078126116	0.0719432619099468	9.54294328849317e-23
K07166|ACT domain-containing protein	0.909111986306725	0.0613529957895344	0.00305989429721173	0.0264751236065292	0
K07173|S-ribosylhomocysteine lyase [EC.4.4.1.21]	0.788606331461493	0.00327171909784773	0.00960608128678453	6.870212473229e-05	0.198447166029142
K07177|Lon-like protease	0.95658368897288	0.00765662881776034	0.00113200210241181	0.00249587452195345	0.0321318055849949
K07185|tryptophan-rich sensory protein	0.633940443764812	0.0503740840209667	0.194794950647862	0.0106704438176342	0.110220077748725
K07214|enterochelin esterase and related enzymes	0.807134569257528	0.00789242273936499	0.00075347010454625	0.18421953789856	0
K07216|hemerythrin	0.883147374200695	0.0419575952763299	0.000398950086034272	0.0744960804369407	0
K07223|putative iron-dependent peroxidase	0.814398758727662	0.0504534378382764	0.029038636689546	4.17097634548449e-05	0.106067456981061
K07226|hypothetical protein	0.89570664678614	0.102430625425932	0.00108998373042058	0.000772744057506963	0
K07240|chromate transporter	0.724758074299334	0.0269930571379672	0.0374779883976372	0.012916189118981	0.19785469104608
K07258|D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5|6) [EC.3.4.16.4]	0.786988200289062	0.122471531193584	0.0643100984546486	0.0262301700627058	0
K07270|glycosyl transferase, family 25	0.885723635857393	0.0649901990141539	0.00643449110520325	0.0428516740232503	0
K07277|outer membrane protein	0.844040999232312	0.115919962664622	0.0128447263494204	0.0271943117536463	0
K07282|poly-gamma-glutamate synthesis protein (capsule biosynthesis	0.910873959383308	0.0400218506108708	0.0133604330984881	0.035743756907333	0
K07288|uncharacterized membrane protein	0.898188709454954	0.0620192924653009	0.0065555056424778	0.0332364924372678	0
K07304|peptide-methionine (S)-S-oxide reductase	0.805331920165071	0.0833097660339699	0.00996221827465293	0.0532819038744656	0.0481141916518407
K07305|peptide-methionine (R)-S-oxide reductase	0.790831679157766	0.0746628860227902	7.54942257503061e-05	0.0451725310397382	0.0892574095539548
K07318|adenine-specific DNA-methyltransferase	0.89640810863696	0.0679179531798275	0.00144801534464122	0.0342259228385713	0
K07322|regulator of cell morphogenesis and NO signaling	0.639057718815687	0.0887402472852431	0.193747134320646	0.00442236104515042	0.0740325385332737
K07334|proteic killer suppression protein	0.872694268818401	0.0232738883752496	0.0372587130884296	0.06677312971792	0
K07337|hypothetical protein	0.922603172746816	0.0528027367145466	5.86671466274399e-05	0.0245354233920102	0
K07386|putative endopeptidase	0.968869176674596	0.00113447594619229	5.00734943703456e-05	0.0299462738848412	0
K07387|putative metalloprotease	0.947804879457862	0.0268863373168659	0.0016983998307582	0.0236103833945142	0
K07391|magnesium chelatase family protein	0.869319942862797	0.0156498748216875	0.0220620824573351	0.0929680998581805	0
K07405|alpha-amylase [EC.3.2.1.1]	0.829223898997175	0.14623365878593	0.0212666006671617	0.00327584154973373	0
K07407|alpha-galactosidase [EC.3.2.1.22]	0.937129798976865	0.0315552002804129	0.0311978007605633	0.000117199982158425	0
K07444|putative N6-adenine-specific DNA methylase	0.840843870694995	0.00783256750524256	0.102356291059753	0.0489672707400102	0
K07447|putative holliday junction resolvase	0.819112697640571	0.123812755625223	0.000891715093129837	0.00114612729753076	0.0550367043435447
K07452|5-methylcytosine-specific restriction enzyme B	0.894029907771301	0.0608076800058933	0.0153007307391618	0.0298616814836439	0
K07456|DNA mismatch repair protein MutS2	0.887552846870996	0.0579584107790416	0.00228063281216733	0.000284241721094362	0.0519238678167012
K07457|endonuclease III related protein	0.931115974123325	0.0096100220449802	0.00481222831469726	0.0544617755169976	0
K07458|DNA mismatch endonuclease, patch repair protein	0.940350603642081	0.056163968167123	5.07232432702341e-05	0.003434704947526	0
K07460|putative endonuclease	0.882056159719268	0.0276230881813168	0.0227986820483459	0.0675220700510695	0
K07461|putative endonuclease	0.905516576278559	0.000782802742235723	8.76671786415173e-06	0.0220390856167919	0.0716527686445488
K07462|single-stranded-DNA-specific exonuclease [EC.3.1.-.-]	0.922635191053308	0.0560838016383568	0.000117609028737032	0.00792736461914484	0.0132360336604539
K07473|DNA-damage-inducible protein J	0.80611489742837	0.149083287290867	0.00200506850747878	0.0427967467732842	0
K07474|phage terminase small subunit	0.939442180699772	0.00217968355664708	0.0547751240912548	0.00360301165232614	0
K07478|putative ATPase	0.950735189938769	0.0164816322604355	0.000782036752314603	0.0146632520191262	0.0173378890293546
K07484|transposase	0.824491050679153	7.59798720902346e-05	0.0294025295689614	0.146030439879795	0
K07491|putative transposase	0.788945172355328	0.02615908241026	0.00188146191140249	0.18301428332301	0
K07496|putative transposase	0.848569979687564	0.00535910523276475	0.00143345856923601	0.00208108936205013	0.142556367148385
K07507|putative Mg2+ transporter-C (MgtC) family protein	0.810061750081764	0.00825108479660737	0.0235614955270811	0.148661988939243	0.00946368065530396
K07533|foldase protein PrsA	0.841964944203484	0.0475072920656563	0.0156817270133414	0.0224782856841604	0.0723677510333583
K07560|D-tyrosyl-tRNA(Tyr) deacylase	0.792610357484607	0.0383949514640749	0.168766868778649	0.000227822272668556	0
K07566|putative translation factor	0.82311955207635	0.0732290283393411	0.0444662465291818	0.0214441152584391	0.0377410577966882
K07568|S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0.945806005742701	0.00018431562184312	0.0435658090169848	0.0104438696184708	0
K07570|general stress protein 13	0.805486823532153	0.0635733797601861	0.021333727912095	0.0028515285147334	0.106754540280833
K07576|metallo-beta-lactamase family protein	0.582651437145241	0.1115042126655	0.14408250731771	0.0809249450427716	0.0808368978287774
K07584|hypothetical protein	0.62173581754258	0.0503092301116158	0.176885640042324	0.0260591507898338	0.125010161513646
K07586|hypothetical protein	0.899378036167422	0.0705064007771871	0.0119274591297853	7.55176177471035e-06	0.0181805521638313
K07588|LAO|AO transport system kinase	0.936880781927291	0.00685489015877509	0.0028310608684164	0.0534332670455173	0
K07636|two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC.2.7.13.3]	0.840906452194635	0.0168796963517512	0.0230220645581568	0.119191786895457	1.05187351510059e-18
K07658|two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	0.797413865460272	0.0385926762366887	0.000475822914673816	0.163138542456547	0.000379092931819184
K07668|two-component system, OmpR family, response regulator VicR	0.973959849273515	0.0212236973143499	0.00024681688876294	0.00456963652337245	0
K07696|two-component system, NarL family, response regulator NreC	0.793848826351536	0.0316295498312529	0.00245658561109891	0.0188331811416707	0.153231857064442
K07706|two-component system, AgrA family, sensor histidine kinase AgrC [EC.2.7.13.3]	0.763943597693138	0.0457056432272979	0.0150048606493714	0.013361088210918	0.161984810219275
K07707|two-component system, AgrA family, response regulator AgrA	0.843707273727059	0.0814249936336264	0.00218453826925024	0.0531304594463984	0.0195527349236663
K07718|two-component system, sensor histidine kinase YesM [EC.2.7.13.3]	0.672752891502725	0.0571876291527468	0.136488640602038	0.0474100329928275	0.0861608057496625
K07722|CopG family transcriptional regulator, nickel-responsive regulator	0.81053298838782	0.122553684546746	6.74025366065104e-05	0.0668459245288279	0
K07726|putative transcriptional regulator	0.690123865637455	0.127078289239515	0.125628272379974	0.0493195198845291	0.00785005285852724
K07727|putative transcriptional regulator	0.909271189763547	0.0280095375487439	0.0439596256025019	0.0187596470852073	0
K07729|putative transcriptional regulator	0.653962952014196	0.000922018528769722	0.0091493884093802	0.0269977571659534	0.308967883881701
K07735|putative transcriptional regulator	0.699451861589279	0.0143937743710776	0.279863534002859	0.00629083003678393	0
K07738|transcriptional repressor NrdR	0.845203898258323	0.0334054840121377	0.00375468889237044	0.0816279973609923	0.036007931476177
K07742|hypothetical protein	0.504674543382807	0.104647289201541	0.203542635200305	0.0242784730764615	0.162857059138885
K07792|anaerobic C4-dicarboxylate transporter DcuB	0.97150955832405	0.000344121771399952	0.0240748966043273	0.00407142330022269	0
K07816|putative GTP pyrophosphokinase [EC.2.7.6.5]	0.577750836880136	0.0538157759624697	0.207877947759986	0.00611214247459094	0.154443296922817
K07979|GntR family transcriptional regulator	0.883027016547321	0.0385958740776525	0.029780651623873	0.0485964577511536	0
K08077|UDP-sugar diphosphatase	0.856445643775328	0.108127664127459	0.0101514873826483	0.0252752047145642	0
K08138|MFS transporter, SP family, xylose:H+ symportor	0.768097055711624	0.00696755639443041	0.145866213779273	0.0790691741146729	0
K08153|MFS transporter, DHA1 family, multidrug resistance protein	0.826094592779761	0.051940450810412	0.11310891851689	0.00885603789293148	4.78410388418916e-15
K08217|MFS transporter, DHA3 family, macrolide efflux protein	0.824090565721258	0.00604991984299454	0.101193202366728	0.0686663120690197	0
K08218|MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	0.791847838700658	0.139953858731435	0.0375952577971378	0.0306030447707693	0
K08222|MFS transporter, YQGE family, putative transporter	0.946417918495677	0.00752774542922911	0.0109099825552021	0.0351443535198914	0
K08282|non-specific serine|threonine protein kinase	0.836422738800133	8.46310133787224e-05	0.138909927307721	0.0245827028787677	0
K08289|phosphoribosylglycinamide formyltransferase 2 [EC.2.1.2.2]	0.851927797493962	0.00379957247945297	0.142057373719352	0.00221525630723266	0
K08301|ribonuclease G	0.784421953852337	0.167155840786969	0.0447025698876063	0.0037196354730883	0
K08303|putative protease [EC.3.4.-.-]	0.951374297375	0.042428837447554	0.00225883351565082	0.00393803166179568	0
K08306|membrane-bound lytic murein transglycosylase C	0.83872702895399	0.0797366784342006	0.0104022317033509	0.0711340609084585	0
K08307|membrane-bound lytic murein transglycosylase D	0.965515093228407	0.0144621719550392	0.00493630721253524	0.0150864276040182	0
K08309|soluble lytic murein transglycosylase	0.880855649164941	0.107286400016154	0.000893658473699274	0.0109642923452054	0
K08323|mannonate dehydratase [EC.4.2.1.8]	0.682128507993605	0.0147053149230116	0.300808169941873	0.00235800714147779	3.30700210306027e-14
K08483|phosphotransferase system, enzyme I, PtsI [EC.2.7.3.9]	0.645873301953447	0.0588599273384358	0.158295085585753	0.0285701962406617	0.108401488881702
K08591|glycerol-3-phosphate acyltransferase PlsY [EC.2.3.1.15]	0.861011271854742	0.0169863294536135	0.00746249667943146	0.0117117186083104	0.102828183403903
K08602|oligoendopeptidase F	0.855371688245691	0.0876511430125408	0.00320722496075044	0.0348314054914848	0.0189385382895332
K08681|5-phosphate synthase pdxT subunit [EC.4.3.3.6]	0.573565246396651	0.0495455287380011	0.195772812880268	0.0206038325648716	0.160512579420208
K08717|urea transporter	0.864628914389956	0.130091605463946	9.95840082659233e-06	0.00526952174527159	0
K08728|nucleoside deoxyribosyltransferase [EC.2.4.2.6]	0.879622707634917	0.0298498896378032	0.00489311753626636	0.00260134181826051	0.083032943372753
K08884|serine|threonine protein kinase, bacterial	0.595122502095844	0.0508364910356016	0.209399241454865	0.00504165380719846	0.13960011160649
K08963|methylthioribose-1-phosphate isomerase [EC.5.3.1.23]	0.750759624559661	0.0250208429036849	0.219226899519632	0.00499263301702177	0
K08974|putative membrane protein	0.777029086342229	0.0118095806397448	0.0915846318099651	0.119576701208062	0
K08978|putative membrane protein	0.887409762379075	0.0796019659514605	0.0247167841049499	0.00827148756451481	0
K08996|putative membrane protein	0.882332804231448	0.05424980196744	1.21931208097424e-07	0.0205300039212849	0.0428872679486192
K08998|hypothetical protein	0.907607373264076	0.00657844067958703	0.0758975593092416	0.00991662674709482	5.26241982688238e-16
K09013|Fe-S cluster assembly ATP-binding protein	0.720911793072907	0.0364789507481674	0.0883779303721128	0.111593221008459	0.0426381047983536
K09014|Fe-S cluster assembly protein SufB	0.804913238453729	0.0122686154004833	0.179821691885214	0.00299645426057349	0
K09015|Fe-S cluster assembly protein SufD	0.768882944541146	0.043353999365964	0.0278982373491002	0.0930216557636725	0.0668431629801178
K09022|UPF0076 protein YjgF	0.784168883452337	0.00158082829989899	0.0592647328242336	0.15498555542353	0
K09116|hypothetical protein	0.864598240001633	0.0918483011509686	0.0122393163247674	0.0313141425226312	0
K09125|hypothetical protein	0.973559600025801	0.000186261411306154	0.00273286644116526	0.0235212721217276	0
K09157|hypothetical protein	0.914319971007096	0.0382056077255862	0.0318794953532606	0.0155949259140567	0
K09181|hypothetical protein	0.757089284047486	0.204235784904873	0.0342069400195136	0.00446799102812701	0
K09384|hypothetical protein	0.896309831173132	0.0959995049452018	2.93958605273733e-08	0.00769063448580564	0
K09457|7-cyano-7-deazaguanine reductase [EC.1.7.1.13]	0.868748231931705	0.0430101532831286	0.0802858847262415	0.00795573005892527	0
K09458|3-oxoacyl-[acyl-carrier-protein] synthase II [EC.2.3.1.179]	0.820146236525912	0.11475279580293	0.0563504614416984	0.00875050622945887	0
K09691|lipopolysaccharide transport system ATP-binding protein	0.860475281522222	0.0229818050138759	0.0306469539145643	0.0858959595493378	0
K09697|sodium transport system ATP-binding protein [EC.3.6.3.7]	0.948382421164647	0.000525102937493125	0.000374361278050789	0.0507181146198095	0
K09698|nondiscriminating glutamyl-tRNA synthetase [EC.6.1.1.24]	0.84795506835208	0.0559948959971598	0.0132772307674526	0.0107749349116853	0.0719978699716224
K09702|hypothetical protein	0.937843524522723	0.0241979178454628	0.000469264267915239	0.0374892933638994	0
K09726|hypothetical protein	0.914151386390262	0.0467237240183237	0.0187725346158931	0.0203523549755206	0
K09747|hypothetical protein	0.867162421861328	0.080543022734309	3.0051352125775e-05	0.0187238733890869	0.0335406306631508
K09748|hypothetical protein	0.822839851021657	0.075297434777686	0.0304583855916443	0.0030090118287173	0.0683953167802952
K09760|DNA recombination protein RmuC	0.865180749398089	0.0476495260175149	0.0195674297823632	0.000861633065968401	0.066740661736064
K09761|ribosomal RNA small subunit methyltransferase E	0.884969311819061	0.110533608890915	0.000830922487305081	0.00366615680271931	0
K09762|hypothetical protein	0.839662131991933	0.0515526869956364	0.0150123296490124	0.0231920135267531	0.070580837836665
K09765|hypothetical protein	0.824022757649068	0.00153969162171349	0.000943634439679978	9.57821810388133e-08	0.173493820507358
K09772|hypothetical protein	0.905961355669458	0.00504801530875305	0.00568676112970071	0.0594529717647043	0.0238508961273837
K09773|hypothetical protein	0.893544209070575	0.070450375902208	0.00293164116650927	0.0330737738607075	0
K09774|lipopolysaccharide export system protein LptA	0.860601488646571	0.0845436880776505	0.033705734967861	0.0211490883079175	0
K09777|hypothetical protein	0.431517584235827	0.102405194756232	0.0370381786477937	0.110036205087118	0.319002837273028
K09779|hypothetical protein	0.722893484590278	0.0911303650403372	0.15985848441399	0.00397213934953508	0.0221455266058594
K09787|hypothetical protein	0.914458802435166	0.0202649582790145	0.0108546850501771	0.0139759465033264	0.0404456077323158
K09789|pimeloyl-[acyl-carrier protein] methyl ester esterase [EC.3.1.1.85]	0.973477679825985	3.02692274348024e-05	0.0118251235084505	0.0146669274381299	0
K09792|hypothetical protein	0.88990479338572	0.0490360171377953	0.0359760891117536	0.0250831003647309	0
K09795|hypothetical protein	0.88990825066545	0.0413848352431695	0.000218927908361101	0.0684879861830195	0
K09798|hypothetical protein	0.821027600521112	0.111669079987789	0.0016913759926892	0.0656119434984104	0
K09810|lipoprotein-releasing system ATP-binding protein [EC.3.6.3.-]	0.885226167282718	0.0140008722819882	0.0435300460114297	0.0572429144238646	0
K09811|cell division transport system permease protein	0.702213128284038	0.00965211606881412	0.126708266522946	0.0636564107534503	0.0977700783707513
K09812|cell division transport system ATP-binding protein	0.824184283983651	0.0105460812515403	0.133152303774664	0.0105496599075917	0.0215676710825529
K09815|zinc transport system substrate-binding protein	0.716149967143176	0.0636873304525462	0.106061266944778	0.0430103390372163	0.0710910964222833
K09816|zinc transport system permease protein	0.961829192204043	0.0243956312088547	0.013638547838857	0.000136628748245731	0
K09817|zinc transport system ATP-binding protein [EC.3.6.3.-]	0.718285889380981	0.0547136494257859	0.0149937993554682	0.114159390016725	0.0978472718210404
K09825|Fur family transcriptional regulator, peroxide stress response	0.822922656471964	0.0599378042500464	0.0728028658384028	0.0443366734395865	0
K09859|hypothetical protein	0.884642617014235	0.0536600774194311	3.82261878258847e-05	0.0616590793785078	0
K09861|hypothetical protein	0.879410427955918	0.118845590531742	0.000260989976057777	0.00148299153628219	4.31610592364277e-19
K09888|hypothetical protein	0.678799481665175	0.151868054654473	0.0965404365665227	0.0231856511617932	0.049606375952036
K09903|uridylate kinase [EC.2.7.4.22]	0.826887123868281	0.119338046778808	0.000350701218953924	0.0104146390293626	0.0430094891045945
K09943|hypothetical protein	0.880203045479806	0.00186970358999404	0.0265755583473868	0.0913516925828134	0
K09951|CRISPR-associated protein Cas2	0.866242858202829	0.0720960160479544	0.051322158909482	0.010338966839735	0
K09952|hypothetical protein	0.8249487420185	0.104535777053074	0.00244530713180084	0.0322935967663974	0.0357765770302279
K09988|hypothetical protein	0.924614744057833	0.0322683351268205	0.035035491808686	0.00808142900666072	0
K10112|multiple sugar transport system ATP-binding protein	0.841950002004254	0.111873604391322	0.028517189999535	0.0176592036048888	0
K10117|raffinose|stachyose|melibiose transport system substrate-binding protein	0.808321994528145	0.0115430206561304	0.0251262472711391	0.0797270755222736	0.0752816620223123
K10118|raffinose|stachyose|melibiose transport system permease protein	0.888246240335419	0.00123382988984769	0.0967493465668312	0.0137705832079022	0
K10206|LL-diaminopimelate aminotransferase [EC.2.6.1.83]	0.983493422784055	0.00663280548635161	0.00599107042306149	0.00388270130653212	0
K10254|myosin-crossreactive antigen	0.565540083444995	0.0381294804842329	0.17358342057724	0.033789973117956	0.188957042375575
K10353|deoxyadenosine kinase [EC.2.7.1.76]	0.850377324513742	0.0830755962510607	0.00625334684784621	0.00368246919084277	0.0566112631965085
K10441|ribose transport system ATP-binding protein [EC.3.6.3.17]	0.921568591597927	0.0220352960580355	0.0496872939893932	0.00670881835464478	0
K10542|methyl-galactoside transport system ATP-binding protein [EC.3.6.3.17]	0.739160523914508	0.0223117595849654	0.0186696996921655	0.219858016808362	0
K10563|formamidopyrimidine-DNA glycosylase [EC.3.2.2.23 4.2.99.18]	0.848239130779879	0.0989303762607713	0.00295624490080046	0.0498742480585488	6.64336645171705e-21
K10773|endonuclease III [EC.4.2.99.18]	0.952461231884118	2.55240210595213e-05	0.0206929420419468	0.000276826333350518	0.0265434757195254
K10823|oligopeptide transport system ATP-binding protein	0.72222247025189	0.0657099216095792	0.184420194369447	0.0276474137690835	0
K10824|nickel transport system ATP-binding protein [EC.3.6.3.24]	0.898098159901516	0.0705226386639821	0.00251202321520742	0.0288671782192941	1.08679700992861e-16
K10947|PadR family transcriptional regulator, regulatory protein PadR	0.854553839468529	0.0128727263850412	0.00106319663320523	0.131510237513224	0
K11013|cytolethal distending toxin subunit A	0.90954923263314	0.0717698922522794	0.00451762057395622	0.0141632545406246	0
