Residuals	lipocalin2_pg_ml_scaled	number_of_pups_scaled	weight_grams_scaled	genotype
GO:0042773|[BP] ATP synthesis coupled electron transport	0.945345120887965	1.83801596342753e-05	0.0470023086682295	0.00763419028417098	0
GO:0042777|[BP] plasma membrane ATP synthesis coupled proton transport	0.893813605083033	0.104705963847457	0.00125803285517602	0.000222398214334152	0
GO:0042781|[MF] 3-tRNA processing endoribonuclease activity	0.861607567881204	0.0853851936877191	0.0100344385755941	0.042972799855483	0
GO:0042819|[BP] vitamin B6 biosynthetic process	0.910382802370762	0.0089678575088534	0.039059076570709	1.3109921791365e-07	0.0415901324504575
GO:0042823|[BP] pyridoxal phosphate biosynthetic process	0.866299716724228	0.0290846263492151	0.0365849748045602	0.00373814957393821	0.0642925325480585
GO:0042853|[BP] L-alanine catabolic process	0.837311990794939	0.137208113916171	0.0245656338013553	0.000914261487535341	0
GO:0042882|[BP] L-arabinose transport	0.805444822635337	0.0923995179894206	0.0533954955190767	0.0487601638561662	0
GO:0042883|[BP] cysteine transport	0.714773959132574	0.0672243448635332	0.20276042017183	0.00694548165345761	0.00829579417860492
GO:0042895|[MF] antibiotic transporter activity	0.972150624904489	0.0119864007524822	0.00120136762194515	0.0146616067210838	0
GO:0042954|[MF] lipoprotein transporter activity	0.943280747573039	0.0386188474613998	0.00423349927002915	0.0138669056955321	0
GO:0043022|[MF] ribosome binding	0.930872644616993	0.00106185676038427	0.0619448344495545	0.00612066417306837	0
GO:0043023|[MF] ribosomal large subunit binding	0.977876433351689	0.00012831459606039	0.00171077581420348	0.0202844762380477	0
GO:0043039|[BP] tRNA aminoacylation	0.84908999039209	0.0569653890986002	0.015063050925244	0.0788815695840654	0
GO:0043093|[BP] FtsZ-dependent cytokinesis	0.797175872898781	0.0790625725150086	0.0946210790086267	0.000606107848744392	0.0285343677288392
GO:0043094|[BP] cellular metabolic compound salvage	0.828598868718561	0.122170185575977	0.040071471209256	0.00915947449620608	0
GO:0043115|[MF] precorrin-2 dehydrogenase activity	0.582310399571075	0.150606251138626	0.250200715305639	0.0168826339846609	0
GO:0043139|[MF] 5-3 DNA helicase activity	0.665699843609686	0.0201341567099993	0.0505533913232014	0.263612608357114	0
GO:0043140|[MF] ATP-dependent 3-5 DNA helicase activity	0.87449735608976	3.05337909800252e-05	0.0272858085846512	0.0980911798612683	9.51216733400507e-05
GO:0043141|[MF] ATP-dependent 5-3 DNA helicase activity	0.89935712991631	0.0556461129245295	0.0215826226582134	0.0234141345009475	0
GO:0043165|[BP] Gram-negative-bacterium-type cell outer membrane assembly	0.722534436742937	0.205984812053191	0.00300236997072062	0.0684783812331506	0
GO:0043169|[MF] cation binding	0.920278193896128	0.0700406969172814	0.00463175483963256	0.00504935434695762	0
GO:0043171|[BP] peptide catabolic process	0.844970532717818	0.151017572138462	9.38984797946156e-06	0.00400250529574103	0
GO:0043173|[BP] nucleotide salvage	0.879622707634917	0.00489311753626636	0.0298498896378032	0.00260134181826051	0.083032943372753
GO:0043190|[CC] ATP-binding cassette (ABC) transporter complex	0.773829556747568	0.147781599628319	0.0238587873560518	0.0126915360966469	0.0418385201714139
GO:0043209|[CC] myelin sheath	0.91116033747229	0.0642393431458723	0.0239955881256398	0.000604731256197864	0
GO:0043231|[CC] intracellular membrane-bounded organelle	0.698597019492968	0.0228109874985193	0.0340977518098904	0.0884050911794917	0.15608915001913
GO:0043234|[CC] protein complex	0.809493265057924	0.0555932430930188	0.0917466125736468	0.0431668792754111	1.28517803673532e-21
GO:0043335|[BP] protein unfolding	0.788140308977143	0.108980979365492	0.0839016181086801	0.0189770935486846	0
GO:0043365|[MF] [formate-C-acetyltransferase]-activating enzyme activity	0.87395351330545	0.0622917959812409	0.0368048408679122	0.0269498498453973	0
GO:0043412|[BP] macromolecule modification	0.915083798852726	0.0176775671068232	0.00063718055606519	0.0666014534843858	0
GO:0043419|[BP] urea catabolic process	0.825689794855946	0.0852463562668205	0.0158502777705262	0.000871717822428976	0.0723418532842785
GO:0043531|[MF] ADP binding	0.868906892260827	0.000143345272628727	0.000531836736074561	0.00219822468639069	0.128219701044079
GO:0043546|[MF] molybdopterin cofactor binding	0.733314372247631	0.121283446723031	0.127552193761433	0.0178499872679052	0
GO:0043565|[MF] sequence-specific DNA binding	0.833133048776001	0.121341653816347	0.0454835882080471	4.17091996047221e-05	0
GO:0043571|[BP] maintenance of CRISPR repeat elements	0.758825969415602	0.0886090293569657	0.149432447602464	0.00313255362496879	0
GO:0043590|[CC] bacterial nucleoid	0.674524622200528	0.0337735664201239	0.0246820716888012	0.0713712414902444	0.195648498200303
GO:0043627|[BP] response to estrogen	0.918352381297526	0.0332711393957711	0.00558299654786093	0.0427934827588416	0
GO:0043737|[MF] deoxyribonuclease V activity	0.970857693606449	0.0246938473723298	3.58986436456105e-06	0.00444486915685692	0
GO:0043751|[MF] polyphosphate:AMP phosphotransferase activity	0.87500656634984	0.0815160305190628	0.036457288503843	0.00702011462725423	0
GO:0043752|[MF] adenosylcobinamide kinase activity	0.65655579363368	0.126575323532069	0.202703320529947	0.0141655623043042	0
GO:0043755|[MF] alpha-ribazole phosphatase activity	0.829965574097467	0.037081668211035	0.0562443261715306	0.0767084315199673	0
GO:0043768|[MF] S-ribosylhomocysteine lyase activity	0.620888825704534	0.0239129344798482	0.0502164507745543	0.00914749308476042	0.295834295956303
GO:0043772|[MF] acyl-phosphate glycerol-3-phosphate acyltransferase activity	0.713861372866851	0.0190136631216789	0.0138845115801846	0.00338398136081139	0.249856471070474
GO:0043805|[MF] indolepyruvate ferredoxin oxidoreductase activity	0.89308732615017	0.00849142946643578	0.0384606282725362	0.0599606161108586	0
GO:0043807|[MF] 3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity	0.77828280079804	0.218116719571355	0.0026992565059365	0.000901223124668335	0
GO:0043815|[MF] phosphoribosylglycinamide formyltransferase 2 activity	0.683874112176366	0.253876768580837	0.0199538839262534	0.0422952353165439	0
GO:0043822|[MF] ribonuclease M5 activity	0.650475999618063	0.175773316846826	0.0394445189886583	0.000806847507916368	0.133499317038537
GO:0043857|[MF] N-acetylornithine carbamoyltransferase activity	0.870927779350212	0.0862337165122471	0.0185731170641897	0.024265387073351	0
GO:0043892|[MF] methylglyoxal reductase (NADPH-dependent) activity	0.753725573804065	0.0090919790932301	0.160798986907737	0.00663816233526465	0.0697452978597025
GO:0043934|[BP] sporulation	0.870855386591385	0.0347542083911394	0.000114003272375607	7.02450176275892e-05	0.0942061567274723
GO:0043937|[BP] regulation of sporulation	0.815666349725457	0.0566091407621228	0.00689531993756899	0.0430272515437057	0.0778019380311452
GO:0043952|[BP] protein transport by the Sec complex	0.966987546504578	0.00602791222734396	0.0252703315078936	0.00171420976018434	0
GO:0043953|[BP] protein transport by the Tat complex	0.881142105664492	0.0877566572338182	0.00103795420895944	0.0300632828927306	0
GO:0044010|[BP] single-species biofilm formation	0.865868171402101	0.0850668811177883	0.00216192536353716	0.0469030221165733	0
GO:0044205|[BP] de novo UMP biosynthetic process	0.7866080499451	0.085649669390197	0.0836179649249671	0.00410700393423428	0.0400173118055013
GO:0044206|[BP] UMP salvage	0.909661583746752	0.0688256222210446	0.00387839224948812	0.0176344017827155	0
GO:0044208|[BP] de novo AMP biosynthetic process	0.789026693798669	0.00180749316843784	0.114095135569402	0.042102715615611	0.0529679618478794
GO:0044209|[BP] AMP salvage	0.802753226170282	0.0460455261509055	0.1132456726019	0.0379555750769127	0
GO:0044210|[BP] de novo CTP biosynthetic process	0.746319985936671	0.0864864993252478	0.0804638637476044	0.0709290760013052	0.0158005749891715
GO:0044211|[BP] CTP salvage	0.880835599144177	0.0408643444017851	0.0533897555821551	0.0249103008718832	0
GO:0044212|[MF] transcription regulatory region DNA binding	0.918352381297526	0.0332711393957711	0.00558299654786093	0.0427934827588416	0
GO:0044237|[BP] cellular metabolic process	0.814252011428041	0.0209254496127497	0.0520823234332501	0.11274021552596	0
GO:0044238|[BP] primary metabolic process	0.818017562832749	0.0569925163533633	0.109610472579105	0.00524330552600286	0.0101361427087799
GO:0044267|[BP] cellular protein metabolic process	0.905220821347437	0.0636673182010001	0.0275788714189292	0.00353298903263329	0
GO:0044318|[MF] L-aspartate:fumarate oxidoreductase activity	0.771322972802943	0.223617451192581	0.00419935605593656	0.000860219948539171	0
GO:0044571|[BP] [2Fe-2S] cluster assembly	0.851891306618775	0.0638938913619122	0.0453122672850275	0.0389025347342856	0
GO:0044780|[BP] bacterial-type flagellum assembly	0.744789687498525	0.182398420327407	0.0721740781166504	0.000637814057417523	0
GO:0044781|[BP] bacterial-type flagellum organization	0.745027644625539	0.206723592082962	0.0477235458271888	0.000525217464310045	0
GO:0044822|[MF] poly(A) RNA binding	0.922146884183538	0.0441713016313587	0.0327838441725019	0.000897970012601443	0
GO:0045148|[MF] tripeptide aminopeptidase activity	0.875150042318411	0.029175533290736	0.00501562118591673	0.0906588032049365	0
GO:0045151|[BP] acetoin biosynthetic process	0.828333377229638	0.0192669171252064	0.0323027475945006	0.0236618807612964	0.0964350772893584
GO:0045158|[MF] electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	0.798106846102837	0.117813574519916	0.0771708327573051	0.006908746619942	0
GO:0045226|[BP] extracellular polysaccharide biosynthetic process	0.665962056288685	0.0464809329603618	0.0372593982057018	0.0290664722361355	0.221231140309116
GO:0045227|[BP] capsule polysaccharide biosynthetic process	0.90183553815196	0.0317972132213584	0.0293859396474065	0.036981308979275	0
GO:0045239|[CC] tricarboxylic acid cycle enzyme complex	0.81795387071657	0.141865777972069	0.0387476556895457	0.00143269562181467	0
GO:0045261|[CC] proton-transporting ATP synthase complex, catalytic core F(1)	0.97405918753783	0.019240575246715	0.00653281101347961	0.000167426201975811	0
GO:0045263|[CC] proton-transporting ATP synthase complex, coupling factor F(o)	0.747326298419555	0.200558270285309	0.0519906796217023	0.000124751673433374	0
GO:0045277|[CC] respiratory chain complex IV	0.940580764661427	0.0326868220307023	0.0266641556638702	6.82576440008372e-05	0
GO:0045330|[MF] aspartyl esterase activity	0.718946118269175	0.202001885567903	0.0634476144525175	0.0156043817104053	5.42283631243269e-20
GO:0045333|[BP] cellular respiration	0.733314372247631	0.121283446723031	0.127552193761433	0.0178499872679052	0
GO:0045454|[BP] cell redox homeostasis	0.673600473544994	0.122152435904281	0.116079225328014	0.0881678652227111	0
GO:0045471|[BP] response to ethanol	0.940784666514022	0.018834500041028	0.0401501429363173	0.000230690508632477	0
GO:0045490|[BP] pectin catabolic process	0.785494668496539	0.0602852957751706	0.0311768892136573	0.123043146514633	0
GO:0045493|[BP] xylan catabolic process	0.740025538102262	0.213651037465112	0.0446482883212693	0.00167513611135661	0
GO:0045727|[BP] positive regulation of translation	0.757953013161168	0.0680055778405353	0.169673062388693	0.00436834660960344	0
GO:0045892|[BP] negative regulation of transcription, DNA-templated	0.874639507587029	0.0885760619469367	0.0318010932980104	0.00498333716802409	0
GO:0045910|[BP] negative regulation of DNA recombination	0.730978044182593	0.0635992796400801	0.0149847012240097	0.0286397803682699	0.161798194585047
GO:0045936|[BP] negative regulation of phosphate metabolic process	0.934191282087637	0.0400780143010413	0.0121629153873611	0.0135677882239603	0
GO:0045944|[BP] positive regulation of transcription from RNA polymerase II promoter	0.918351545013177	0.033278895438112	0.00558029221747194	0.0427892673312394	0
GO:0046026|[MF] precorrin-4 C11-methyltransferase activity	0.717892625912053	0.0942410407171843	0.182353522391744	0.00551281097901891	0
GO:0046034|[BP] ATP metabolic process	0.841883527740515	0.0873614772572438	0.0689857239230218	0.00176927107921967	0
GO:0046039|[BP] GTP metabolic process	0.82332375910115	0.113553320401092	0.0626277193571227	0.000495201140635094	0
GO:0046080|[BP] dUTP metabolic process	0.742459803586793	0.073338972358993	0.184058171140173	0.000143052914041004	0
GO:0046110|[BP] xanthine metabolic process	0.834613602287612	0.126759093429872	0.0194434390971959	0.0191838651853198	0
GO:0046113|[BP] nucleobase catabolic process	0.919080820969102	0.0663071601349252	0.000267936951237336	0.0143440819447356	0
GO:0046140|[BP] corrin biosynthetic process	0.770639518963585	0.0928065214366015	0.132418002190363	0.00413595740945024	0
GO:0046167|[BP] glycerol-3-phosphate biosynthetic process	0.836268872821023	0.0589997754009747	0.009403301792555	0.00471426914798518	0.090613780837462
GO:0046168|[BP] glycerol-3-phosphate catabolic process	0.772715076529579	0.00293768351252642	0.00582523225353035	0.000787361694040885	0.217734646010323
GO:0046174|[BP] polyol catabolic process	0.731427681053828	0.120708458907979	0.133552406717078	0.0143114533211153	0
GO:0046336|[BP] ethanolamine catabolic process	0.889146866659863	0.0667885128309314	0.0132586734069861	0.0308059471022199	0
GO:0046353|[MF] aminoglycoside 3-N-acetyltransferase activity	0.839870612187744	0.0566025235525456	0.0675223966645553	0.0360044675951549	0
GO:0046355|[BP] mannan catabolic process	0.961132754759376	0.0101125093804997	0.000679103426092228	0.0280756324340323	0
GO:0046373|[BP] L-arabinose metabolic process	0.894948035798963	0.048475327790424	0.0558099186583678	0.000766717752244759	0
GO:0046386|[BP] deoxyribose phosphate catabolic process	0.804683664086036	0.00312305368706828	0.027373771097326	1.45110417961422e-06	0.16481806002539
GO:0046392|[BP] galactarate catabolic process	0.828228528535758	0.135582500106315	0.00372437930186814	0.0324645920560581	0
GO:0046416|[BP] D-amino acid metabolic process	0.919916346367819	0.012166695351905	0.0391552524583806	0.0287617058218951	0
GO:0046417|[BP] chorismate metabolic process	0.731878048473667	0.103034587967589	0.113684104917886	0.00246997930547977	0.0489332793353782
GO:0046428|[MF] 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity	0.667888103397443	0.0218395428805373	0.0227054855568437	0.287566868165176	0
GO:0046429|[MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	0.794321747216976	0.144940278608205	0.0422877274897162	0.00291266964052576	0.0155375770445765
GO:0046487|[BP] glyoxylate metabolic process	0.869736113520678	0.0271608025957224	0.099412104839585	0.00369097904401499	0
GO:0046523|[MF] S-methyl-5-thioribose-1-phosphate isomerase activity	0.775308538432182	0.14271891006146	0.0747350959609547	0.00723745554540266	0
GO:0046537|[MF] 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	0.750768088788879	0.0317746739184887	0.214155998232894	0.00330123905973831	0
GO:0046538|[MF] 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	0.79233167771376	0.014922200093365	0.00019220827098491	0.0572257695611516	0.135328144360739
GO:0046556|[MF] alpha-L-arabinofuranosidase activity	0.835327150118884	0.0985716585188543	0.0660655440786657	3.56472835957988e-05	0
GO:0046559|[MF] alpha-glucuronidase activity	0.724738331085025	0.222525298076246	0.0495079752443986	0.00322839559433059	0
GO:0046654|[BP] tetrahydrofolate biosynthetic process	0.765798317581671	0.0575144183014981	0.175610897162981	0.0010763669538494	0
GO:0046656|[BP] folic acid biosynthetic process	0.835668584623191	0.0271194932046594	0.111942589810101	0.0252693323620492	0
GO:0046677|[BP] response to antibiotic	0.826132209327648	0.0794933186535629	0.0916266859724772	0.00274778604631166	0
GO:0046685|[BP] response to arsenic-containing substance	0.884999335907881	0.0149407902676012	0.0482208141269364	0.0518390596975817	0
GO:0046718|[BP] viral entry into host cell	0.927102767144436	0.0291542018123857	0.0435917133863203	0.000151317656858293	0
GO:0046854|[BP] phosphatidylinositol phosphorylation	0.768398072978972	0.000366450501307717	0.0271560777422699	0.00470229252094083	0.199377106256509
GO:0046855|[BP] inositol phosphate dephosphorylation	0.880629656624331	0.0192575592586817	0.0942967382317472	0.00581604588523986	0
GO:0046857|[MF] oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	0.672599651803543	0.0253175704350752	0.00830563011921307	0.293777147642169	0
GO:0046872|[MF] metal ion binding	0.780265813338932	0.125102890755036	0.0867037312057053	0.00043327409773864	0.00749429060258812
GO:0046873|[MF] metal ion transmembrane transporter activity	0.84052394983618	0.118453110987785	0.0374175725267506	0.0036053666492842	0
GO:0046912|[MF] transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	0.817187775538633	0.1075009311689	0.0563981280284205	0.018913165264046	0
GO:0046914|[MF] transition metal ion binding	0.856079233561457	0.0422882566036308	0.0644655998873444	0.000291289296068092	0.0368756206514996
GO:0046917|[MF] triphosphoribosyl-dephospho-CoA synthase activity	0.711930284352686	0.12529860559482	0.00200905749659088	0.0594712304967588	0.101290822059144
GO:0046933|[MF] proton-transporting ATP synthase activity, rotational mechanism	0.900064364196169	0.0957264827017466	0.00339926541425357	0.000809887687831217	0
GO:0046944|[BP] protein carbamoylation	0.861323629762071	0.0761759689176759	0.0274164748890502	0.035083926431203	0
GO:0046952|[BP] ketone body catabolic process	0.864355458855245	0.0307166722327574	0.0573508693329574	0.0475769995790404	0
GO:0046961|[MF] proton-transporting ATPase activity, rotational mechanism	0.961551705299515	0.0372933290140525	0.000215341527855099	0.000939624158577663	0
GO:0046983|[MF] protein dimerization activity	0.773195166699339	0.126685686697283	0.0617581099770749	0.0213424013635378	0.0170186352627651
GO:0046992|[MF] oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond	0.880805422964152	0.0669284408984498	0.0190896307000642	0.0331765054373338	0
GO:0047111|[MF] formate dehydrogenase (cytochrome-c-553) activity	0.733314372247631	0.121283446723031	0.127552193761433	0.0178499872679052	0
GO:0047112|[MF] pyruvate oxidase activity	0.693232802506228	0.0291913959823751	0.253876051341187	0.0107989884753064	0.0129007616949035
GO:0047134|[MF] protein-disulfide reductase activity	0.793687094929966	0.0695847580614223	0.00317914341880262	0.133549003589809	0
GO:0047151|[MF] methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	0.746021408101973	0.173152751012367	0.0491635230319997	0.0316623178536605	0
GO:0047200|[MF] tetrahydrodipicolinate N-acetyltransferase activity	0.886493320404813	0.00118817341200198	0.0515411914367349	0.0103498168382057	0.050427497908244
GO:0047244|[MF] N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity	0.783507408106004	0.0328745299837287	0.058116207653885	0.0272789848723142	0.0982228693840678
GO:0047304|[MF] 2-aminoethylphosphonate-pyruvate transaminase activity	0.853418489102718	0.0229094255343812	0.000363758136419016	0.123308327226482	0
GO:0047334|[MF] diphosphate-fructose-6-phosphate 1-phosphotransferase activity	0.940378595956691	0.0190951554556184	0.0078066275677143	0.0327196210199765	0
GO:0047343|[MF] glucose-1-phosphate cytidylyltransferase activity	0.783441184072443	0.0937102687280127	0.055652741540529	0.0671958056590153	0
GO:0047348|[MF] glycerol-3-phosphate cytidylyltransferase activity	0.88015197470299	0.00347715614468069	0.00662573875267252	0.109745130399657	0
GO:0047355|[MF] CDP-glycerol glycerophosphotransferase activity	0.865131278520083	0.112793846871036	0.0214136287122418	0.00066124589663933	0
GO:0047429|[MF] nucleoside-triphosphate diphosphatase activity	0.711364972975451	0.0127044028293471	0.0156102821445812	0.0631366598104653	0.197183682240156
GO:0047451|[MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	0.87647238341855	0.0439116734701575	0.0678313870182478	0.000207844016021246	0.0115767120770238
GO:0047456|[MF] 2-methylisocitrate dehydratase activity	0.869734106118638	0.00139751590918528	0.0462716275499839	0.0825967504221928	0
GO:0047465|[MF] N-acylglucosamine-6-phosphate 2-epimerase activity	0.877596931763531	0.0591066180884245	0.0159219943472539	0.0321409214741929	0.0152335343265977
GO:0047473|[MF] D-alanine-poly(phosphoribitol) ligase activity	0.926542018060846	0.00505861933386612	0.0520701115339252	0.0163292510713625	0
GO:0047474|[MF] long-chain fatty acid luciferin component ligase activity	0.883577135970401	0.017999965675842	0.0781553951240107	0.020267503229746	0
GO:0047475|[MF] phenylacetate-CoA ligase activity	0.964643934720914	0.0205367947489625	0.01299485266888	0.00182441786124324	0
GO:0047480|[MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	0.853171172823772	0.0351251978209488	0.0202534622227441	0.0286524934576686	0.0627976736748662
GO:0047487|[MF] oligogalacturonide lyase activity	0.559294858146302	0.156361643167875	0.227532966978989	0.0568105317068342	0
GO:0047516|[MF] 1,3-propanediol dehydrogenase activity	0.918420389316304	0.00935389288417186	0.0540491474384984	0.0181765703610255	0
GO:0047553|[MF] 2-oxoglutarate synthase activity	0.88968393678777	0.0310142487677773	0.0164595679786249	0.0242349540460582	0.03860729241977
GO:0047559|[MF] 3-dehydro-L-gulonate 2-dehydrogenase activity	0.790228403224242	0.00633723828492286	0.197342120731961	0.0060922377588737	0
GO:0047575|[MF] 4-carboxymuconolactone decarboxylase activity	0.520716513773174	0.220911167573756	0.0495073358154006	0.208864982837669	0
GO:0047605|[MF] acetolactate decarboxylase activity	0.828333377229638	0.0192669171252064	0.0323027475945006	0.0236618807612964	0.0964350772893584
GO:0047632|[MF] agmatine deiminase activity	0.947919126813485	0.0325542115757971	0.0123605259749919	0.0071661356357261	0
GO:0047736|[MF] cellobiose epimerase activity	0.915472068040544	0.00691379530107482	0.00263507157696134	0.0749790650814198	0
GO:0047738|[MF] cellobiose phosphorylase activity	0.658842382841169	0.0821268625508593	0.00496480325126813	0.254065951356704	0
GO:0047761|[MF] butyrate kinase activity	0.691683920458135	0.0726405536986284	0.0877244257097766	0.0906877921967114	0.057263307936749
GO:0047789|[MF] creatininase activity	0.833285196926172	0.092982550308114	0.0531862592136321	0.0205459935520825	0
GO:0047850|[MF] diaminopimelate dehydrogenase activity	0.686619340455086	0.108255615338592	0.187870164653546	0.0172548795527759	0
GO:0047952|[MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	0.720057736023411	0.000107770925055703	0.0148295567648194	0.0056679033046124	0.259337032982102
GO:0047964|[MF] glyoxylate reductase activity	0.873446964712208	0.00759594305466269	0.10173755357711	0.0172195386560194	0
GO:0047980|[MF] hippurate hydrolase activity	0.882869014607549	0.0457343342600724	0.0683623235573552	0.0030343275750234	0
GO:0048029|[MF] monosaccharide binding	0.612489324630801	0.00651080759989027	0.000579088602634904	0.131112971755021	0.249307807411653
GO:0048037|[MF] cofactor binding	0.980569913378238	0.00283736728715902	0.0131897108284607	0.00340300850614223	0
GO:0048038|[MF] quinone binding	0.818595375622265	0.0834263795073488	0.0851458249704332	0.0128324198999531	0
GO:0048472|[MF] threonine-phosphate decarboxylase activity	0.719597408260776	0.143519976280361	0.124159261215429	0.0127233542434339	0
GO:0048500|[CC] signal recognition particle	0.959835704559215	0.0174703419277881	0.0131179556196904	1.6943225646179e-05	0.00955905466766078
GO:0048529|[MF] magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	0.817459912490975	0.0167189049667299	1.76285579505369e-08	0.165821164913737	0
GO:0050002|[MF] D-proline reductase (dithiol) activity	0.887703013454375	0.00323717312106273	0.089715735018093	0.019344078406469	0
GO:0050082|[MF] maltose phosphorylase activity	0.82185674718151	0.0187817325649339	0.00182201760885222	0.0867236284050015	0.0708158742397023
GO:0050096|[MF] methylaspartate ammonia-lyase activity	0.904073469107391	0.0430186349134432	0.0165321990762033	0.0363756969029626	0
GO:0050097|[MF] methylaspartate mutase activity	0.878503706532932	0.0104341469193399	0.0635053777772635	0.00480645755281812	0.0427503112176468
GO:0050109|[MF] morphine 6-dehydrogenase activity	0.880654747046	0.00311871185630743	0.0267413415645909	0.0330267333605674	0.0564584661725346
GO:0050112|[MF] inositol 2-dehydrogenase activity	0.754521853904971	0.167087043041655	0.0529068045974184	0.0254842984559557	0
GO:0050114|[MF] myo-inosose-2 dehydratase activity	0.880098808873011	0.0588615992101445	0.00292984147729962	0.023429220274523	0.0346805301650217
GO:0050118|[MF] N-acetyldiaminopimelate deacetylase activity	0.939234674564296	0.000416383293433269	0.0197449023090342	0.0406040398332367	0
GO:0050136|[MF] NADH dehydrogenase (quinone) activity	0.846351891625062	0.0032753803395222	0.0929508263375357	0.05742190169788	0
GO:0050144|[MF] nucleoside deoxyribosyltransferase activity	0.936244599471397	0.00269001970566322	0.0153916127379138	0.0456737680850259	0
GO:0050151|[MF] oleate hydratase activity	0.921950841468529	0.00277579069860915	0.0326556911338165	0.0426176766990456	0
GO:0050182|[MF] phosphate butyryltransferase activity	0.843872808874012	0.00148333209356464	0.0249606683802569	0.129683190652167	0
GO:0050188|[MF] phosphoenolpyruvate mutase activity	0.772667907048072	0.071629338744136	0.0172384476019629	0.138464306605829	0
GO:0050194|[MF] phosphonoacetaldehyde hydrolase activity	0.702042954814967	0.228432636172609	0.0535869539203823	0.0159374550920409	0
GO:0050231|[MF] putrescine carbamoyltransferase activity	0.931526153184688	0.0156391769169868	0.0519693421318072	0.00086532776651806	0
GO:0050242|[MF] pyruvate, phosphate dikinase activity	0.910151133997229	0.0466195774497313	0.040898269328438	0.00233101922460192	0
GO:0050270|[MF] S-adenosylhomocysteine deaminase activity	0.755569705478947	0.0156222206418181	0.0323372058857288	0.0734250670901523	0.123045800903353
GO:0050334|[MF] thiaminase activity	0.975648145134438	0.00644905946252585	0.00520346289971843	0.0126993325033178	0
GO:0050371|[MF] tyrosine phenol-lyase activity	0.925858028993961	0.0536974862160575	0.000393368596337663	0.0200511161936437	0
GO:0050380|[MF] undecaprenyl-diphosphatase activity	0.742910766781453	0.123426762514023	0.13034719702026	0.00331527368426403	0
GO:0050385|[MF] ureidoglycolate lyase activity	0.948467191238653	0.0276329403125422	0.000405657637430528	0.0103296052905872	0.0131646055207869
GO:0050418|[MF] hydroxylamine reductase activity	0.937833595712788	0.00336298282261976	0.0245500467491359	0.0342533747154562	0
GO:0050462|[MF] N-acetylneuraminate synthase activity	0.979007859219232	0.0003406364724692	0.0205980136410002	5.34906672990679e-05	0
GO:0050480|[MF] imidazolonepropionase activity	0.869928324427186	0.000123356560985134	4.5602036649071e-05	0.12990271697518	0
GO:0050485|[MF] oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor	0.904577383216722	0.0618559046565313	0.0253317686575256	0.00823494346922146	0
GO:0050487|[MF] sulfoacetaldehyde acetyltransferase activity	0.849056343163574	0.0996976724729335	0.0347212107342478	0.0165247736292443	0
GO:0050500|[MF] 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase activity	0.76290857542218	0.10633332784022	0.100361737586763	0.0303963591508364	0
GO:0050511|[MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	0.597290404490628	0.00512416487314302	0.0108288919385712	0.0392426821898714	0.347513856507786
GO:0050515|[MF] 4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase activity	0.767250485694126	0.119746382968943	0.0546257285995837	0.0515219169014091	0.00685548583593857
GO:0050518|[MF] 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	0.911938726060272	0.081917124013953	0.00607077815250235	7.3371773272427e-05	0
GO:0050532|[MF] 2-phosphosulfolactate phosphatase activity	0.897797993393298	8.42599841915296e-05	0.011283867738437	0.0908338788840731	0
GO:0050560|[MF] aspartate-tRNA(Asn) ligase activity	0.894478722607456	0.00273368803237368	0.04209580533921	0.0606917840209606	0
GO:0050567|[MF] glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	0.68143810800742	0.140342840858236	0.058714840431067	0.000448126812896847	0.11905608389038
GO:0050568|[MF] protein-glutamine glutaminase activity	0.918654656975003	0.053894487637766	0.0236513666328911	0.0037994887543397	0
GO:0050570|[MF] 4-hydroxythreonine-4-phosphate dehydrogenase activity	0.877990654507073	0.0713587158316636	0.0100895513983487	0.000281391564559004	0.0402796866983559
GO:0050577|[MF] GDP-L-fucose synthase activity	0.875151996332977	0.0716400702843568	0.0321567225736761	0.0210512108089895	0
