Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0030694|[CC] bacterial-type flagellum basal body, rod	0.858306763870552	0.0067565892813161	0.0237442816468862	0.110820258116841	0.000372107084404899
GO:0030697|[MF] S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity	0.819977388749301	0.0391961907095353	5.20379881091948e-05	0.136433007557499	0.00434137499555545
GO:0030698|[MF] 5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity	0.949172243701982	0.00138344375147359	4.31672205018394e-05	0	0.0494011453260428
GO:0030699|[MF] glycine reductase activity	0.9474366384812	0.00246011737208542	0.00103742671520331	0	0.0490658174315113
GO:0030700|[CC] glycine reductase complex	0.9474366384812	0.00246011737208542	0.00103742671520331	0	0.0490658174315113
GO:0030788|[MF] precorrin-2 C20-methyltransferase activity	0.91380171345273	0.0016251043769622	0.0260207702953338	0	0.0585524118749735
GO:0030955|[MF] potassium ion binding	0.909719326027588	0.0339536269335137	0.039101584521163	0	0.0172254625177356
GO:0030964|[CC] NADH dehydrogenase complex	0.928010099295081	0.0699772896907142	5.4360325190194e-05	0	0.00195825068901412
GO:0030975|[MF] thiamine binding	0.769020189765442	0.150889386975758	0.0714891635658426	0	0.00860125969295726
GO:0030976|[MF] thiamine pyrophosphate binding	0.902806385765018	0.0404875609700308	0.0354165150117309	0	0.02128953825322
GO:0030983|[MF] mismatched DNA binding	0.784155673066737	0.132159472735437	0.0812125928635647	0	0.00247226133426117
GO:0031012|[CC] extracellular matrix	0.8891793478049	0.11072644629092	4.2517651037972e-07	0	9.3780727668875e-05
GO:0031071|[MF] cysteine desulfurase activity	0.778270012063101	0.132134254898348	0.0381231365328297	0	0.0514725965057218
GO:0031119|[BP] tRNA pseudouridine synthesis	0.776839830596941	0.134384276563602	0.074760941990926	0	0.0140149508485309
GO:0031132|[MF] serine 3-dehydrogenase activity	0.83293029780388	0.0191617551034011	0.0431023090985142	0	0.104805637994205
GO:0031167|[BP] rRNA methylation	0.789980709553761	0.159019460425877	0.0308418706516043	0	0.0201579593687571
GO:0031176|[MF] endo-1,4-beta-xylanase activity	0.962208183139238	0.0170781238272403	0.0163347585325778	0	0.0043789345009439
GO:0031218|[MF] arabinogalactan endo-1,4-beta-galactosidase activity	0.80676496418404	0.162301124802136	0.0240008862558822	0	0.00693302475794142
GO:0031222|[BP] arabinan catabolic process	0.715394408917148	0.0556501239997518	0.000273652650674602	0	0.228681814432425
GO:0031226|[CC] intrinsic component of plasma membrane	0.734454889717312	0.197383622077888	0.0586228468763477	0	0.00953864132845254
GO:0031388|[BP] organic acid phosphorylation	0.669936602765215	0.277336371109288	0.0465497218976408	0	0.00617730422785635
GO:0031402|[MF] sodium ion binding	0.977743576403765	0.00983999709010937	0.00926807830186166	0	0.00314834820426424
GO:0031419|[MF] cobalamin binding	0.9607205160019	0.00854473700554511	0.0242415281891978	0	0.00649321880335749
GO:0031460|[BP] glycine betaine transport	0.958806759903766	0.00341665437269603	0.0143630863040204	0	0.0234134994195172
GO:0031514|[CC] motile cilium	0.946585772427736	0.013034257470555	0.0214374964923466	0	0.018942473609362
GO:0031515|[CC] tRNA (m1A) methyltransferase complex	0.768882253292945	0.0492827377625433	0.00837720743085566	0.0252431672254377	0.148214634288219
GO:0031554|[BP] regulation of DNA-templated transcription, termination	0.967501056469616	0.0292303803847625	0.00151053590006152	0	0.00175802724556006
GO:0031564|[BP] transcription antitermination	0.949059516474234	0.0391442853617585	0.0117232136691827	0	7.29844948245689e-05
GO:0031647|[BP] regulation of protein stability	0.848310562041894	0.130337630651072	8.19168058581829e-05	0	0.021269890501176
GO:0031966|[CC] mitochondrial membrane	0.869735819410466	0.0003666933602728	0.00153385923993513	0	0.128363627989326
GO:0031992|[MF] energy transducer activity	0.962932278917507	0.00457132424929113	0.0308495257338945	0	0.0016468710993071
GO:0032049|[BP] cardiolipin biosynthetic process	0.775348496224673	0.14914945666918	0.0695086931839134	0	0.00599335392223416
GO:0032153|[CC] cell division site	0.821494332054091	0.142023160621948	0.0314138969622992	0	0.0050686103616623
GO:0032217|[MF] riboflavin transporter activity	0.73404656988781	0.0644789112411118	0.00601226350759468	0	0.195462255363483
GO:0032265|[BP] XMP salvage	0.788432431716726	0.0810338609740105	0.0498004601417928	0	0.0807332471674711
GO:0032324|[BP] molybdopterin cofactor biosynthetic process	0.961218662722656	0.0189722836691109	0.000264995588150051	0	0.0195440580200831
GO:0032450|[MF] maltose alpha-glucosidase activity	0.863472235475784	0.1147830352008	0.0192944104883642	0	0.00245031883505225
GO:0032549|[MF] ribonucleoside binding	0.984013743776906	0.0128233150069863	0.000807282068023353	0	0.0023556591480846
GO:0032784|[BP] regulation of DNA-templated transcription, elongation	0.872238077608695	0.015981391524184	0.0210863069997592	0.0898721845805336	0.000822039286828365
GO:0032923|[BP] organic phosphonate biosynthetic process	0.898013587165067	0.0840581913156607	0.0173078348703887	0	0.00062038664888356
GO:0032955|[BP] regulation of barrier septum assembly	0.875772339570758	0.00976505333016098	0.0432419578758986	0.0700882222248985	0.00113242699828374
GO:0033014|[BP] tetrapyrrole biosynthetic process	0.820955669696373	0.103554408143279	0.0205116745573071	0	0.0549782476030408
GO:0033148|[BP] positive regulation of intracellular estrogen receptor signaling pathway	0.68196330759362	0.263170159216401	0.000246659263998242	0	0.0546198739259813
GO:0033177|[CC] proton-transporting two-sector ATPase complex, proton-transporting domain	0.790533267076964	0.000799875047309177	0.0468570320255006	0.132718628094994	0.029091197755232
GO:0033178|[CC] proton-transporting two-sector ATPase complex, catalytic domain	0.877823226807036	0.00263355764701182	0.0517645142788068	0.0591871891197283	0.00859151214741724
GO:0033179|[CC] proton-transporting V-type ATPase, V0 domain	0.830921284067507	0.0116280803173655	0.13050883784006	6.90996523355312e-19	0.0269417977750679
GO:0033281|[CC] TAT protein transport complex	0.947338642599851	0.00652117363598662	0.0104594019131679	0	0.0356807818509944
GO:0033362|[BP] lysine biosynthetic process via diaminopimelate, diaminopimelate-aminotransferase pathway	0.900738102840451	0.0180907509578836	0.0273157501443377	0.0505490707962531	0.0033063252610746
GO:0033390|[BP] putrescine biosynthetic process from arginine via N-carbamoylputrescine	0.74141713044983	0.10117937562808	0.151802830889893	0	0.00560066303219694
GO:0033468|[BP] CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	0.908863324459805	0.00283483350222309	0.0761139549329842	0	0.0121878871049874
GO:0033554|[BP] cellular response to stress	0.871688752934175	0.0328672239880672	0.0227706617615692	0.071873985980751	0.000799375335437871
GO:0033608|[MF] formyl-CoA transferase activity	0.604082031808123	0.0256513613663034	0.00933119051287122	0.288926816564616	0.0720085997480865
GO:0033611|[BP] oxalate catabolic process	0.647769951445237	0.0785904102348761	0.00445748957236853	0.21675651041941	0.052425638328109
GO:0033711|[MF] 4-phosphoerythronate dehydrogenase activity	0.924679960977872	0.000845158153424584	0.0728995965923553	0	0.0015752842763485
GO:0033727|[MF] aldehyde dehydrogenase (FAD-independent) activity	0.934292001674133	0.0559671712291502	0.00531699491706198	0	0.00442383217965454
GO:0033739|[MF] preQ1 synthase activity	0.646579962846905	0.206817000285216	0.120508245437475	0	0.0260947914304043
GO:0033743|[MF] peptide-methionine (R)-S-oxide reductase activity	0.818534827049597	0.0378261642157701	0.0174100510547963	0.11831053511336	0.00791842256647668
GO:0033785|[MF] heptose 7-phosphate kinase activity	0.968199454939588	0.00356873702025553	0.0266194013280469	0	0.0016124067121091
GO:0033786|[MF] heptose-1-phosphate adenylyltransferase activity	0.968199454939588	0.00356873702025553	0.0266194013280469	0	0.0016124067121091
GO:0033817|[MF] beta-ketoacyl-acyl-carrier-protein synthase II activity	0.924953179453493	0.0382981747091447	0.0274957808920748	0.00300045247423294	0.00625241247105481
GO:0033818|[MF] beta-ketoacyl-acyl-carrier-protein synthase III activity	0.844931891526674	0.0455361015880706	0.109531276943316	0	7.29941938475445e-07
GO:0033819|[MF] lipoyl(octanoyl) transferase activity	0.933871655128233	3.66761066790348e-05	0.0659451269273753	0	0.000146541837712703
GO:0033831|[MF] kojibiose phosphorylase activity	0.929508610537139	0.000319509236659482	0.0670419492221747	0	0.00312993100402717
GO:0033856|[MF] pyridoxine 5-phosphate synthase activity	0.932298577273595	0.0138368847890628	0.0453308681503787	0	0.00853366978696368
GO:0033862|[MF] UMP kinase activity	0.847096081679242	0.0816424354499214	0.0523746122809088	0	0.0188868705899277
GO:0033890|[MF] ribonuclease D activity	0.913794604469448	0.0271309690427999	0.00242772819652014	0	0.0566466982912315
GO:0033925|[MF] mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	0.780026024767875	0.166049603605023	0.0418745436758548	0	0.0120498279512473
GO:0033926|[MF] glycopeptide alpha-N-acetylgalactosaminidase activity	0.77008939768447	0.072490873240195	0.00734929818082016	0.0508880753194304	0.0991823555750846
GO:0033939|[MF] xylan alpha-1,2-glucuronosidase activity	0.9894031226273	0.00247727301800354	0.00468928334776903	0	0.00343032100692737
GO:0033980|[MF] phosphonopyruvate decarboxylase activity	0.898013587165067	0.0840581913156607	0.0173078348703887	0	0.00062038664888356
GO:0033990|[MF] ectoine synthase activity	0.980293062159661	0.00303464397408099	0.0157303073823546	0	0.000941986483903027
GO:0034000|[MF] chondroitin-sulfate-ABC endolyase activity	0.984009177851574	0.000552950967720049	0.000463266659189977	0	0.0149746045215159
GO:0034023|[MF] 5-(carboxyamino)imidazole ribonucleotide mutase activity	0.828950907313987	0.0264109758564859	0.0277289436754894	0.0968792405548141	0.0200299325992235
GO:0034028|[MF] 5-(carboxyamino)imidazole ribonucleotide synthase activity	0.949073742464065	0.00262934423994211	0.0478521426300265	0	0.000444770665966261
GO:0034220|[BP] ion transmembrane transport	0.908663010767867	6.40384421574318e-05	0.0669786467990856	1.3030563092594e-17	0.0242943039908899
GO:0034227|[BP] tRNA thio-modification	0.851187045364215	0.101925562600323	0.0295769613542866	0	0.0173104306811753
GO:0034228|[MF] ethanolamine transmembrane transporter activity	0.877391611834548	0.019503543021431	0.0343037299140806	0.0686239715659587	0.000177143663981574
GO:0034257|[MF] nicotinamide riboside transmembrane transporter activity	0.840169289288636	0.0471230082759396	0.0309889747914543	0	0.0817187276439699
GO:0034605|[BP] cellular response to heat	0.94160656311757	0.0107847519963661	0.0382405932554454	0	0.00936809163061824
GO:0034618|[MF] arginine binding	0.79178335704603	0.00342062755228794	0.0719868483372456	0.131108678781865	0.00170048828257147
GO:0034979|[MF] NAD-dependent protein deacetylase activity	0.928944841227069	0.0279644345808196	0.0316735510832845	0	0.0114171731088268
GO:0035094|[BP] response to nicotine	0.767056155629848	2.15207824515675e-06	0.00178559330639281	0	0.231156098985514
GO:0035097|[CC] histone methyltransferase complex	0.681957500973554	0.263159613088483	0.000246680179186018	0	0.0546362057587775
GO:0035435|[BP] phosphate ion transmembrane transport	0.871279764190839	0.0992694810751972	0.0292766090010067	0	0.000174145732957267
GO:0035438|[MF] cyclic-di-GMP binding	0.911924174842207	0.0317826605195632	0.0430728535404806	7.17766437526702e-20	0.0132203110977492
GO:0035556|[BP] intracellular signal transduction	0.683871078395625	0.2617675074177	0.000170727440282608	0	0.0541906867463926
GO:0035998|[BP] 7,8-dihydroneopterin 3-triphosphate biosynthetic process	0.789678900321243	0.0041602121135518	0.0926542388189495	0.063635451028917	0.049871197717339
GO:0035999|[BP] tetrahydrofolate interconversion	0.733706442702985	0.196211539745573	0.063226588717445	0	0.00685542883399744
GO:0036009|[MF] protein-glutamine N-methyltransferase activity	0.907010529188275	0.0492840480650551	0.0311644271700657	0	0.0125409955766043
GO:0036054|[MF] protein-malonyllysine demalonylase activity	0.892829534661234	0.0134174927274858	0.0463853016084543	0.0325802065229979	0.0147874644798282
GO:0036055|[MF] protein-succinyllysine desuccinylase activity	0.892829534661234	0.0134174927274858	0.0463853016084543	0.0325802065229979	0.0147874644798282
GO:0036094|[MF] small molecule binding	0.838760997383037	0.107356160965959	0.0487927463905599	0	0.00509009526044434
GO:0036355|[MF] 2-iminoacetate synthase activity	0.622738624460788	0.0960184075319091	0.00581864992486156	0.275421768767857	2.5493145839917e-06
GO:0036361|[MF] racemase activity, acting on amino acids and derivatives	0.785546031072363	0.204450145393659	0.00833668521524408	0	0.0016671383187334
GO:0036370|[MF] D-alanyl carrier activity	0.847052088025188	0.136946529538327	0.0157828653414669	0	0.000218517095018764
GO:0036381|[MF] pyridoxal 5-phosphate synthase (glutamine hydrolysing) activity	0.794423105733085	0.102489909647817	0.0491203621688051	0.0376756776576402	0.0162909447926528
GO:0036382|[MF] flavin reductase (NADH) activity	0.835752929209389	0.117886222072963	0.0389809149296554	0	0.00737993378799197
GO:0036439|[MF] glycerol-3-phosphate dehydrogenase [NADP+] activity	0.775910932750668	0.191608631409269	0.0323400010125572	0	0.000140434827505709
GO:0042026|[BP] protein refolding	0.910881705844713	0.0504334894893121	0.00828197908678726	0	0.0304028255791873
GO:0042121|[BP] alginic acid biosynthetic process	0.902312609000347	0.0530284976454148	0.041841548801648	0	0.00281734455259011
GO:0042128|[BP] nitrate assimilation	0.932327358897948	0.00639369929783868	0.052435934737404	0	0.0088430070668092
GO:0042132|[MF] fructose 1,6-bisphosphate 1-phosphatase activity	0.894991404336905	0.00178944866768808	0.000241712185487746	0	0.102977434809919
GO:0042158|[BP] lipoprotein biosynthetic process	0.84924368559727	0.091336095992027	0.0453578583993167	0	0.0140623600113865
GO:0042173|[BP] regulation of sporulation resulting in formation of a cellular spore	0.883882257626476	0.0588110341739994	0.0454559815298577	0	0.0118507266696672
GO:0042220|[BP] response to cocaine	0.787418078165725	0.0038033250734358	0.000970715749085058	0	0.207807881011754
GO:0042242|[MF] cobyrinic acid a,c-diamide synthase activity	0.921976124449474	0.0316254039538842	0.0435160322799083	0	0.00288243931673379
GO:0042245|[BP] RNA repair	0.874773071666841	0.0875074818068827	0.00060017269996848	0.0307155736247957	0.00640370020151237
GO:0042254|[BP] ribosome biogenesis	0.829868824696894	0.114109421974727	0.0403729995675306	0	0.0156487537608477
GO:0042256|[BP] mature ribosome assembly	0.806802367593534	0.110646149053108	0.068641329228278	0	0.0139101541250801
GO:0042262|[BP] DNA protection	0.611890884436466	0.00635491798188431	0.0229344819020567	0.293219791677146	0.0655999240024468
GO:0042274|[BP] ribosomal small subunit biogenesis	0.784092551410127	0.143681273128469	0.0674050183612984	0	0.00482115710010528
GO:0042278|[BP] purine nucleoside metabolic process	0.781744401743094	0.157023630860525	0.0365796645808136	0	0.0246523028155677
GO:0042279|[MF] nitrite reductase (cytochrome, ammonia-forming) activity	0.958401273825932	0.00838927892987089	0.0328606875815244	0	0.000348759662672633
GO:0042282|[MF] hydroxymethylglutaryl-CoA reductase activity	0.889833470659112	0.106867449018061	0.00114931545063757	0	0.00214976487218884
GO:0042286|[MF] glutamate-1-semialdehyde 2,1-aminomutase activity	0.894723547925193	0.000957520614543414	0.042883551762107	0	0.061435379698157
GO:0042325|[BP] regulation of phosphorylation	0.880400752777899	0.0158566223550993	9.09579942901214e-07	0.0142515318468723	0.0894901834401862
GO:0042351|[BP] de novo GDP-L-fucose biosynthetic process	0.960650335331315	0.000131270429369318	0.016200159966417	0	0.023018234272899
GO:0042355|[BP] L-fucose catabolic process	0.799738675584853	0.00113865852107527	0.0425525717785989	0	0.156570094115473
GO:0042409|[MF] caffeoyl-CoA O-methyltransferase activity	0.744182853916763	0.150892565711808	0.0739929527810036	0	0.0309316275904254
GO:0042450|[BP] arginine biosynthetic process via ornithine	0.698212878932984	0.192549552766556	0.0871439033741255	0	0.0220936649263352
GO:0042542|[BP] response to hydrogen peroxide	0.787418078165725	0.0038033250734358	0.000970715749085058	0	0.207807881011754
GO:0042545|[BP] cell wall modification	0.952524869856177	6.54557341470438e-05	0.00170411001563971	0	0.0457055643940361
GO:0042558|[BP] pteridine-containing compound metabolic process	0.750270665724638	0.0156883969680177	0.0125443793555662	0.221390830066071	0.000105727885706233
GO:0042586|[MF] peptide deformylase activity	0.737863053175345	0.217581710190007	0.041743771380301	0	0.00281146525434631
GO:0042597|[CC] periplasmic space	0.90669460163071	0.0640009440542926	0.0173486598224639	0	0.011955794492534
GO:0042626|[MF] ATPase activity, coupled to transmembrane movement of substances	0.700670607347934	0.230458539628214	0.0583137889663071	0	0.010557064057544
GO:0042732|[BP] D-xylose metabolic process	0.944747111223556	0.00206268848759208	0.0497005569688221	0	0.00348964332003002
GO:0042742|[BP] defense response to bacterium	0.832492265684292	0.00595666128877136	0.0167811723938062	0.142172476850815	0.00259742378231555
GO:0042744|[BP] hydrogen peroxide catabolic process	0.91694853654137	0.0130224026069677	0.018545958367585	0	0.0514831024840775
GO:0042773|[BP] ATP synthesis coupled electron transport	0.944139269193402	0.0434051810927948	0.0117900526624196	0	0.000665497051383773
GO:0042777|[BP] plasma membrane ATP synthesis coupled proton transport	0.785870883175629	0.150256629790991	0.046984335684237	0	0.0168881513491427
GO:0042780|[BP] tRNA 3-end processing	0.913794604469448	0.0271309690427999	0.00242772819652014	0	0.0566466982912315
GO:0042781|[MF] 3-tRNA processing endoribonuclease activity	0.850167323945882	0.0984219524130895	0.0380386370604593	5.40517015622269e-16	0.0133720865805684
GO:0042819|[BP] vitamin B6 biosynthetic process	0.774148476397346	0.0894893647680575	0.047216845517884	0.0709467730047211	0.0181985403119915
GO:0042823|[BP] pyridoxal phosphate biosynthetic process	0.707346030957882	0.0700932765678876	0.0579524338311075	0.138554256173664	0.026054002469459
GO:0042853|[BP] L-alanine catabolic process	0.798831349584269	0.0216776026271631	0.0684971056799831	0.109348794501487	0.00164514760709728
GO:0042882|[BP] L-arabinose transport	0.894115152611883	0.00298464479210739	0.022627140461556	0.0715874044108717	0.00868565772358228
GO:0042883|[BP] cysteine transport	0.895042773061509	0.104796512889569	2.55567014557517e-05	0	0.000135157347466656
GO:0042888|[MF] molybdenum ion transmembrane transporter activity	0.925271711785798	0.0333847653860156	0.0304932207031884	0	0.0108503021249983
GO:0042895|[MF] antibiotic transporter activity	0.885582834990874	0.0866538028848142	0.020350724162901	0	0.00741263796141082
GO:0042925|[MF] benzoate transporter activity	0.990019532203579	0.00926340925437266	0.000639393369665191	0	7.76651723827082e-05
GO:0042954|[MF] lipoprotein transporter activity	0.926547082450032	0.0389342463375508	0.0335486296452397	0	0.000970041567176979
GO:0042981|[BP] regulation of apoptotic process	0.767230814662476	0.0775078210441482	0.0479196008338918	0.0243536719508688	0.0829880915086155
GO:0043022|[MF] ribosome binding	0.88253473543951	0.0901399431849767	0.025934269060725	0	0.00139105231478787
GO:0043023|[MF] ribosomal large subunit binding	0.877309501472534	0.096108719738439	0.0265066935703541	0	7.50852186727139e-05
GO:0043039|[BP] tRNA aminoacylation	0.837046568371125	0.0584008651526677	0.0289026431776795	0	0.0756499232985281
GO:0043093|[BP] FtsZ-dependent cytokinesis	0.776175699452592	0.170510229556834	0.0486171309471841	0	0.00469694004338975
GO:0043094|[BP] cellular metabolic compound salvage	0.767439672630688	0.125003979311731	0.0638837189937615	0	0.0436726290638202
GO:0043115|[MF] precorrin-2 dehydrogenase activity	0.8985248670504	0.0141419585767975	0.061104607492255	0	0.0262285668805482
GO:0043139|[MF] 5-3 DNA helicase activity	0.785512845381241	0.0964895969356246	0.00518933024722172	0	0.112808227435913
GO:0043140|[MF] ATP-dependent 3-5 DNA helicase activity	0.72265639305714	0.263321665037082	0.0138715092147133	0	0.000150432691064676
GO:0043141|[MF] ATP-dependent 5-3 DNA helicase activity	0.873842471688538	0.0296725779606925	0.0384255843803615	0.0559236651031383	0.00213570086726936
GO:0043165|[BP] Gram-negative-bacterium-type cell outer membrane assembly	0.960715400788755	0.000199471744742523	0.0390786628647836	0	6.46460171940458e-06
GO:0043169|[MF] cation binding	0.783378258092917	0.153783496081064	0.0504294112770618	2.90423020675828e-15	0.0124088345489548
GO:0043171|[BP] peptide catabolic process	0.707466919014968	0.00355664526874113	0.00236828836633356	0.278242704050358	0.00836544329960015
GO:0043173|[BP] nucleotide salvage	0.845476490560292	0.113282199441064	0.0374189542370288	0	0.00382235576161441
GO:0043190|[CC] ATP-binding cassette (ABC) transporter complex	0.728856767700534	0.206950137880912	0.05308673213501	0	0.0111063622835439
GO:0043231|[CC] intracellular membrane-bounded organelle	0.797291183820112	0.100072452874311	3.1512179296851e-06	0.0852122622718851	0.0174209498157622
GO:0043234|[CC] protein complex	0.820063701256519	0.10041711910461	0.0696210577033666	0	0.00989812193550393
GO:0043335|[BP] protein unfolding	0.854396411976137	0.130485706485789	0.00722927353227947	0	0.0078886080057949
GO:0043365|[MF] [formate-C-acetyltransferase]-activating enzyme activity	0.877879396429296	0.0595813944203099	0.0302675950558067	0	0.0322716140945871
GO:0043412|[BP] macromolecule modification	0.961644756356765	0.00780631773650246	0.0304004184649586	0	0.00014850744177383
GO:0043419|[BP] urea catabolic process	0.982670408758659	0.00630036100652438	0.00972792632124107	0	0.00130130391357591
GO:0043531|[MF] ADP binding	0.863391168314935	0.103341901802894	0.0265101217726007	0	0.00675680810957031
GO:0043546|[MF] molybdopterin cofactor binding	0.820012970079417	0.0922735405311885	0.0477230454184053	0.000617173205501844	0.0393732707654873
GO:0043565|[MF] sequence-specific DNA binding	0.85140351554885	0.0460814006200977	0.0453969525631176	0.0435058207494102	0.013612310518525
GO:0043571|[BP] maintenance of CRISPR repeat elements	0.777081970777865	0.16827439540926	0.0516962343280667	0	0.00294739948480831
GO:0043590|[CC] bacterial nucleoid	0.800789277330632	0.137686210393936	0.0360202857634257	0	0.0255042265120059
GO:0043627|[BP] response to estrogen	0.681957500973554	0.263159613088483	0.000246680179186018	0	0.0546362057587775
GO:0043737|[MF] deoxyribonuclease V activity	0.920115981825742	0.0659852469518578	0.00960402030900191	0	0.0042947509133988
GO:0043751|[MF] polyphosphate:AMP phosphotransferase activity	0.863505603050375	0.00638388523028833	0.044642942838493	0.0529001673370531	0.0325674015437905
GO:0043752|[MF] adenosylcobinamide kinase activity	0.901608126073215	0.0534941554399284	0.0418406313333811	0	0.00305708715347585
GO:0043755|[MF] alpha-ribazole phosphatase activity	0.538102157630266	0.0473346846589509	0.0788469782745378	0	0.335716179436245
GO:0043768|[MF] S-ribosylhomocysteine lyase activity	0.752124704273297	0.165854567975968	0.0479155202992074	0	0.0341052074515278
GO:0043772|[MF] acyl-phosphate glycerol-3-phosphate acyltransferase activity	0.76794501167371	0.176195626851975	0.0366585103571875	0	0.0192008511171271
GO:0043805|[MF] indolepyruvate ferredoxin oxidoreductase activity	0.891133419033515	0.0801914944435645	0.02775571869508	0	0.000919367827840146
GO:0043807|[MF] 3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity	0.86888309257252	0.0342550512017993	0.0533709284775715	0	0.0434909277481087
GO:0043815|[MF] phosphoribosylglycinamide formyltransferase 2 activity	0.923565488790475	0.0271487772685342	0.0409880627093409	0	0.00829767123164997
GO:0043822|[MF] ribonuclease M5 activity	0.85399421041942	0.00119884340687727	0.0798884183898912	0	0.0649185277838119
GO:0043828|[MF] tRNA 2-selenouridine synthase activity	0.847276986434728	0.000214555717220148	0.104776059493246	0	0.0477323983548058
GO:0043857|[MF] N-acetylornithine carbamoyltransferase activity	0.860247983065029	0.0693412459951972	0.0370097468667677	0	0.0334010240730062
GO:0043884|[MF] CO-methylating acetyl-CoA synthase activity	0.803479798557956	0.0103974257921446	0.0264578949773557	0	0.159664880672544
GO:0043892|[MF] methylglyoxal reductase (NADPH-dependent) activity	0.890044894592962	0.0609872527179148	0.0245722104314702	0	0.0243956422576531
GO:0043934|[BP] sporulation	0.911196879027578	0.0772034882549914	0.0102039933538192	0	0.00139563936361166
GO:0043937|[BP] regulation of sporulation	0.761442557370038	0.150909416186232	0.0559171811644919	0	0.0317308452792378
GO:0043952|[BP] protein transport by the Sec complex	0.982420100761195	5.19084166097373e-05	0.00495147630053073	0.0125307500411522	4.57644805125954e-05
GO:0043953|[BP] protein transport by the Tat complex	0.947338642599851	0.00652117363598662	0.0104594019131679	0	0.0356807818509944
GO:0044010|[BP] single-species biofilm formation	0.718452899292797	0.22450624144069	0.0529982953021782	0	0.00404256396433452
GO:0044205|[BP] de novo UMP biosynthetic process	0.807141339458932	0.118851719884445	0.054449125449698	0	0.0195578152069248
GO:0044206|[BP] UMP salvage	0.829296610162771	0.10978046953677	0.0352343868263936	0	0.025688533474066
GO:0044208|[BP] de novo AMP biosynthetic process	0.85632521278356	0.0968971233936808	0.013088009387608	0	0.0336896544351515
GO:0044209|[BP] AMP salvage	0.886552873565603	0.0881005796880714	0.0168778587969276	0	0.00846868794939795
GO:0044210|[BP] de novo CTP biosynthetic process	0.836708748980699	0.0881362613032274	0.0571736823501124	0	0.017981307365961
GO:0044211|[BP] CTP salvage	0.929373751766521	0.0565946495018809	0.0101075540054336	0	0.00392404472616427
GO:0044212|[MF] transcription regulatory region DNA binding	0.681959901613568	0.263163973779659	0.000246671531956787	0	0.0546294530748162
GO:0044237|[BP] cellular metabolic process	0.948468383378472	0.00632804459588822	0.0145929196434781	0	0.0306106523821622
GO:0044238|[BP] primary metabolic process	0.880390793173224	0.0565662187061414	0.0283578224501688	0.0270793140255708	0.00760585164489518
GO:0044249|[BP] cellular biosynthetic process	0.865020156662184	0.133957672228516	0.000283372091135863	0	0.000738799018164639
GO:0044262|[BP] cellular carbohydrate metabolic process	0.86531279196638	0.0426405385117006	0.00969478335769872	0	0.0823518861642208
GO:0044318|[MF] L-aspartate:fumarate oxidoreductase activity	0.792895253703999	0.0724533436708744	1.27541870069457e-05	0.131307894208791	0.00333075422932901
GO:0044571|[BP] [2Fe-2S] cluster assembly	0.795942879138078	0.0630861231580407	0.0347902489661166	0.102083290232193	0.00409745850557183
GO:0044668|[MF] sodium:malonate symporter activity	0.953180596383366	0.00989565200987762	0.00740967158729778	0	0.029514080019459
GO:0044780|[BP] bacterial-type flagellum assembly	0.907714684263877	0.0258161629310586	0.040797789124133	0.0180961526434245	0.00757521103750674
GO:0044781|[BP] bacterial-type flagellum organization	0.880803569667316	0.0309726511698119	0.0645808446530055	0.0201483356900436	0.00349459881982262
GO:0044822|[MF] poly(A) RNA binding	0.815372365307221	0.0121375141182371	0.013768065025599	0	0.158722055548943
GO:0045148|[MF] tripeptide aminopeptidase activity	0.749712301723536	0.183823720804752	0.0545516950691347	0	0.0119122824025775
GO:0045151|[BP] acetoin biosynthetic process	0.860655971309995	0.108740269010094	0.0205015672719291	0	0.0101021924079817
GO:0045158|[MF] electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	0.89929238848769	0.0804142162837338	0.0099057452211454	0	0.0103876500074307
GO:0045226|[BP] extracellular polysaccharide biosynthetic process	0.745147379309762	0.186938995081701	0.0535199894222693	0	0.0143936361862675
GO:0045227|[BP] capsule polysaccharide biosynthetic process	0.917458901575186	0.00448302369150342	0.0124329147535798	0	0.0656251599797304
GO:0045239|[CC] tricarboxylic acid cycle enzyme complex	0.966246945962892	0.0142917344816579	1.84318348736249e-05	0	0.019442887720577
GO:0045261|[CC] proton-transporting ATP synthase complex, catalytic core F(1)	0.772564978752204	0.183973698146024	0.0298050672966428	0	0.0136562558051288
GO:0045263|[CC] proton-transporting ATP synthase complex, coupling factor F(o)	0.807351331376239	0.132815087637168	0.0438175453137599	0	0.0160160356728325
GO:0045277|[CC] respiratory chain complex IV	0.788747925846129	0.00125919114590829	0.000500012344319376	0	0.209492870663643
GO:0045302|[MF] choloylglycine hydrolase activity	0.471839430129961	0.0479398089252816	0.0226258388188301	0.30783594014086	0.149758981985068
GO:0045330|[MF] aspartyl esterase activity	0.972403761543855	0.00946903411629723	0.0128335969357995	0	0.00529360740404852
