Residuals	timepoint	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
K06283|putative DeoR family transcriptional regulator, stage III	0.971089817387789	0	0.00894272121777628	0.019967461394435	0
K06284|transcriptional pleiotropic regulator of transition state genes	0.949148861597838	0.0426710172510305	0.00520523876568479	0.00297488238521734	2.29224374568588e-13
K06287|septum formation protein	0.756769484274061	0.200601819991708	0.0127277291025768	0.0299009666316027	5.13484651029991e-14
K06306|spore germination protein	0.959995811104108	0	0.0357587138429167	0.00424547505297493	3.11979048801869e-16
K06310|spore germination protein	0.920432326560099	0.0744568426778708	8.91077820109408e-05	0.00502172297400403	6.01473528033633e-12
K06346|spoIIIJ-associated protein	0.504489085575646	0.481183506869556	0.0137873132293257	0.000540094325470191	2.32880244211778e-15
K06373|spore maturation protein A	0.933337115860001	0.0611693347683192	2.21549058640036e-05	0.00547139446581534	3.84303390323514e-20
K06381|stage II sporulation protein D	0.912906911718377	0.0815115637338434	6.71344733549036e-05	0.00551439007439704	2.79345733215445e-14
K06382|stage II sporulation protein E	0.929943251225175	0.0642953300969197	0.000177885784471857	0.00558353289343317	0
K06383|stage II sporulation protein GA (sporulation sigma-E factor	0.930413619001645	0.065303825612272	0.00033914160510988	0.00394341372551097	5.54623658879588e-11
K06384|stage II sporulation protein M	0.936245245501336	0.0585183478799592	0.000130564457921823	0.00510584215436143	6.42110294071244e-12
K06385|stage II sporulation protein P	0.932743812693685	0.0593132616610486	0.000568734192707871	0.00737419145255868	0
K06387|stage II sporulation protein R	0.919332035105524	0.0753917600402995	7.84654606748869e-05	0.00519773939350137	1.66586136155864e-17
K06390|stage III sporulation protein AA	0.87642757092132	0.0954163117516117	8.98839601161912e-08	0.00940210064784738	0.0187539267952612
K06391|stage III sporulation protein AB	0.925751484370076	0.0661497090984349	0.00100285734959313	0.00709594918168447	2.11320540293742e-13
K06392|stage III sporulation protein AC	0.974392501298328	0	0.018453349399595	0.00715414930207687	0
K06394|stage III sporulation protein AE	0.923087785086404	0.0717135706328616	2.29607644010884e-05	0.00517568351633375	0
K06395|stage III sporulation protein AF	0.925347912766373	0.0677175930549882	0.000178434252274638	0.00675605992632645	3.76258832535645e-14
K06396|stage III sporulation protein AG	0.935628163365047	0.0594315220638782	3.34183677439755e-07	0.00493998038739759	0
K06398|stage IV sporulation protein A	0.886180277889916	0.112137900928887	0.000954371006690475	0.000727450174506827	0
K06399|stage IV sporulation protein B	0.921918612196449	0.0723546462148138	8.28127187233062e-05	0.00564392886976133	2.52840646685543e-13
K06406|stage V sporulation protein AD	0.953340225766423	0	8.87502966489168e-05	0.0465710239369281	0
K06407|stage V sporulation protein AE	0.955955738285973	0.0263223072763884	0.000133704712066654	0.0175882497254374	1.34970403490148e-13
K06409|stage V sporulation protein B	0.918966369207731	0.0753655675979377	0.000176874078751328	0.00549118911548431	9.54875901535037e-14
K06411|dipicolinate synthase subunit B	0.934526325342108	0.0598741342491396	7.21689845954988e-05	0.00552737142415687	0
K06412|stage V sporulation protein G	0.798627304483721	0.0743185548892774	0.000376614906251325	0.126677525716008	4.74205467140811e-12
K06416|stage V sporulation protein S	0.933640902212701	0.0574645021795802	0.00237668283988364	0.00651791275290553	1.49299699095798e-11
K06436|spore coat assemly protein	0.921419899365692	0.0732941158504644	1.00135090909458e-05	0.00527597111010668	1.64646176528187e-10
K06438|similar to stage IV sporulation protein	0.920707854885366	0.0728901527514717	0.000233091811986573	0.00616890034910214	2.02074024883012e-10
K06442|putative hemolysin	0.562317453217627	0.428454493485172	0.00817268185481894	0.00105537144238183	0
K06726|D-ribose pyranase [EC.5.4.99.62]	0.419426560456213	0.571234394180314	0.00933839044147334	6.54921999576278e-07	1.30749724747519e-16
K06861|lipopolysaccharide export system ATP-binding protein [EC.3.6.3.-]	0.599178587095764	0.385249446897842	0.00791320917821446	0.00765875682817963	0
K06881|bifunctional oligoribonuclease and PAP phosphatase NrnA [EC.3.1.3.7 3.1.13.3]	0.940915162900642	0.0500472953943831	2.6299334921998e-05	1.09883276447556e-05	0.0090002540424084
K06886|hemoglobin	0.57740222246019	0.415804297130536	0.00624062289424639	0.000552857515028183	0
K06891|ATP-dependent Clp protease adaptor protein ClpS	0.535058693566393	0.446562246411675	0.015207575925432	0.00317148409650004	0
K06901|putative MFS transporter, AGZA family, xanthine|uracil permease	0.909267713550692	0.0816452991802364	0.000106977194928908	0.00898001007414264	0
K06902|MFS transporter, UMF1 family	0.378951987383776	0.608441700846697	0.0113903462891913	0.00121596548033286	2.45894454468407e-15
K06917|tRNA 2-selenouridine synthase	0.927313347091406	0.0675709977606517	0.000107321833556524	0.00500833325335877	6.10266679292737e-11
K06920|7-cyano-7-deazaguanine synthase [EC.6.3.4.20]	0.635902230790655	0.261904835348928	0.0062891565877004	0.0274115054345308	0.0684922718381866
K06941|ribosomal RNA large subunit methyltransferase N	0.617609621840116	0.371902597267962	0.00946382088152102	0.00102396001003233	3.68324789840885e-13
K06949|ribosome biogenesis GTPase	0.659164066120632	0.314189009422146	0.026202879510923	0.00044404494472557	1.57341391719729e-12
K06969|putative SAM-dependent methyltransferase	0.943089993567447	0.0300137787470176	0.00823374930996468	0.00901788532801442	0.00964459304755664
K06970|ribosomal RNA large subunit methyltransferase F	0.975238850095294	0	0.0161655545729793	0.00859559533172663	0
K06994|putative drug exporter of the RND superfamily	0.568259867398807	0.406166456540364	0.0253020100870304	0.000271665973798071	0
K07023|putative hydrolases of HD superfamily	0.792768039897539	0.160265327608714	0.0448044582171049	0.00216217427664236	0
K07025|putative hydrolase of the HAD superfamily	0.981402064323668	0	0.0170824473328932	0.00151548834343834	0
K07031|D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC.2.7.1.168]	0.625696780151183	0.32870350733581	0.0242825102701727	0.000285289952073925	0.0210319122907606
K07091|lipopolysaccharide export system permease protein	0.98934430976067	0	0.00236053362274439	0.00829515661658537	0
K07130|arylformamidase [EC.3.5.1.9]	0.925382426597913	0.0662167567753221	0.000555439937650017	0.00784537668911501	0
K07166|ACT domain-containing protein	0.92102960960135	0.0515468603201492	0.0260258785752043	0.00139765150329608	0
K07173|S-ribosylhomocysteine lyase [EC.4.4.1.21]	0.606859506587265	0.361905631559597	0.0292317491530557	0.00200311270002714	5.44657371625201e-14
K07177|Lon-like protease	0.679532069538613	0.279651677787971	0.0407680197471387	4.82329137440056e-05	1.25335003488176e-11
K07185|tryptophan-rich sensory protein	0.915466359081086	0.0764594348780659	0.000375158624223683	0.00769904741662457	0
K07192|flotillin	0.806908347299032	0.113468675473974	0.0328051170460064	0.00490100322213835	0.0419168569588489
K07214|enterochelin esterase and related enzymes	0.936099213144844	0.0635507285831256	4.83095886625347e-05	0.000301748623970823	5.93967085795495e-11
K07216|hemerythrin	0.494704151134263	0.493834370641868	0.0112768948688157	0.000184583355053475	0
K07217|Mn-containing catalase	0.929173864910638	0.0632403041524265	0.000573603519047181	0.00701222741788776	0
K07223|putative iron-dependent peroxidase	0.403186484142042	0.583938888657411	0.0117683070001538	0.00110632020039284	0
K07226|hypothetical protein	0.639882662161283	0.35022312557127	0.00735214903545059	0.00254206323191239	8.38614120887431e-14
K07240|chromate transporter	0.683746231021577	0.295301516557415	0.000339931578353729	0.0143876234710905	0.00622469737156401
K07258|D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5|6) [EC.3.4.16.4]	0.892533160896861	0.102302708565866	0.000520296980382868	0.0046438335568898	0
K07260|D-alanyl-D-alanine carboxypeptidase [EC.3.4.16.4]	0.90825513659995	0.0745912487607416	0.00780263427794798	0.00935097996095462	4.00405458064006e-10
K07270|glycosyl transferase, family 25	0.565672870211993	0.424032905978327	0.00960610641269882	0.000688117396724258	2.56721129744902e-13
K07277|outer membrane protein	0.977219755602824	0	0.0227793450603504	8.99336825929209e-07	0
K07282|poly-gamma-glutamate synthesis protein (capsule biosynthesis	0.535633566676218	0.453470546410697	0.00841440884786816	0.00248147806521014	6.71965709184494e-15
K07288|uncharacterized membrane protein	0.543052293672269	0.44162622545158	0.0133851169983343	0.00193636387781419	3.20888870552253e-15
K07304|peptide-methionine (S)-S-oxide reductase	0.691330684767955	0.268232987626687	0.0399275964936065	0.000508731046718302	6.50329843245876e-11
K07305|peptide-methionine (R)-S-oxide reductase	0.547325065264213	0.424559871010254	0.0149680005029202	0.0131470632226123	0
K07307|anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)	0.679397422415387	0.272952475537968	0.0246538574718401	0.0078187181057757	0.0151775264690297
K07309|Tat-targeted selenate reductase subunit YnfE [EC.1.97.1.9]	0.263786732704836	0.717062747772415	0.000197568756683614	0.00605573964337703	0.0128972111226884
K07316|adenine-specific DNA-methyltransferase	0.750761968542483	0.197852675261378	0.000296664578695308	0.0510886916173113	1.31555077023397e-13
K07318|adenine-specific DNA-methyltransferase	0.509478710459441	0.473315384478136	0.0165818139206909	0.000624091141731815	0
K07321|CO dehydrogenase maturation factor	0.602930788873902	0.3622066265589	0.0256866661550688	0.00917591841202603	1.02785847299486e-13
K07322|regulator of cell morphogenesis and NO signaling	0.914757749403337	0.0783973077025117	0.000468858925860295	0.00637608396828952	1.87319523253229e-15
K07334|proteic killer suppression protein	0.481235475415802	0.508158296167397	0.00916187619243305	0.00144435222436626	2.31799679376336e-15
K07335|basic membrane protein A and related proteins	0.834868745290157	0.124941672399396	7.62619983482744e-06	0.0133616522677073	0.0268203038429046
K07337|hypothetical protein	0.540895909038553	0.443057240104285	0.0140952321879484	0.00195161866919374	2.02605790183967e-14
K07386|putative endopeptidase	0.981257603681244	0	0.0125293606740963	0.00621303564465989	0
K07387|putative metalloprotease	0.98373437497435	0	0.00281370290225545	0.00912991401301907	0.00432200811037541
K07391|magnesium chelatase family protein	0.946402328711316	0.0493210061320743	0.000584160598502846	0.00369250455778486	3.22326921739168e-13
K07401|selenoprotein W-related protein	0.865950788537209	0.109026348519971	0.000449601342697168	0.0119529655876902	0.0126202960124324
K07405|alpha-amylase [EC.3.2.1.1]	0.95795887902446	0.00375388405663605	0.0375227157300002	0.000764521188903331	0
K07407|alpha-galactosidase [EC.3.2.1.22]	0.914621914412894	1.09904567306187e-12	0.0335300254312165	0.039659821676011	0.0121882384787799
K07443|methylated-DNA-protein-cysteine methyltransferase related protein	0.821114340499626	0.129121150174372	0.0467180190382949	0.00304649028770687	0
K07444|putative N6-adenine-specific DNA methylase	0.885489677257113	0.0876129763766229	0.00820486125895591	0.0186924851073084	3.83736749035572e-20
K07447|putative holliday junction resolvase	0.60500574065065	0.355614556114235	0.0374804221385882	0.0018992810965271	0
K07448|restriction system protein	0.936682954174944	0.0270958513732573	0.0173479076061625	0.0188732868456365	0
K07452|5-methylcytosine-specific restriction enzyme B	0.525968704041999	0.454260659119418	0.0168740329871573	0.0028966038514249	0
K07456|DNA mismatch repair protein MutS2	0.686618187900653	0.278477707405767	0.0343997842037861	0.000504320489792511	1.35756114839752e-15
K07457|endonuclease III related protein	0.518823292214788	0.473375077832372	0.00600415801124842	0.00179747194150391	8.81814835606414e-14
K07458|DNA mismatch endonuclease, patch repair protein	0.950135827097459	0	0.0362806511052349	0.0135835217973064	0
K07460|putative endonuclease	0.57329828548891	0.420352359362944	0.0047520477765319	0.0015973073715842	3.00587170604051e-14
K07461|putative endonuclease	0.428658220719601	0.557788025410505	0.010419330524266	0.00313442334562784	3.527960765946e-16
K07462|single-stranded-DNA-specific exonuclease [EC.3.1.-.-]	0.600906575049	0.38236895689534	0.0156736687636445	0.00105079929201615	0
K07464|putative RecB family exonuclease	0.943382005074992	0.0522678617936986	5.74786857863389e-06	0.00434438505541109	2.0731995221328e-10
K07467|phage replication initiation protein	0.900291915798805	0	0.0954492460701371	0.00425883813105835	0
K07473|DNA-damage-inducible protein J	0.988877426786664	0	0.00380955208492857	0.00731302112840783	0
K07474|phage terminase small subunit	0.897237244702289	0.0983153251104573	4.30227154734877e-06	0.00444312791458748	1.1188243128456e-12
K07478|putative ATPase	0.740321906947696	0.254692055155023	0.00233781979482887	0.00264821795813494	1.44317805311895e-10
K07481|transposase, IS5 family	0.822167755358009	0.0935601707068981	0.0530930569203874	0.000462228848975314	0.0307167881657303
K07484|transposase	0.954304746392618	0.0386571713625586	0.00578770887005514	0.00125037337476846	0
K07491|putative transposase	0.571471153310528	0.423039505883793	6.56435855811083e-05	0.00542369722009738	0
K07496|putative transposase	0.450354912603475	0.472916327533205	0.0063246929815636	0.000657920762853341	0.0697461461189031
K07507|putative Mg2+ transporter-C (MgtC) family protein	0.662331672546482	0.303687413869593	0.0339630260419871	1.78875284159013e-05	1.35218871574288e-11
K07533|foldase protein PrsA	0.610995258513586	0.361248034873095	0.0277526872398805	4.01936987161805e-06	3.56674868784842e-12
K07560|D-tyrosyl-tRNA(Tyr) deacylase	0.577931705900925	0.41310013918382	0.00259780279589518	0.00637035211934934	1.02713899334769e-14
K07566|putative translation factor	0.975757761506494	0.00324839538247362	0.0168339923222409	0.00415985078871045	8.07331773398862e-14
K07568|S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0.7506655893105	0.248506641454391	3.00420000618761e-05	0.000797727234750536	2.96490778681528e-13
K07570|general stress protein 13	0.655763016280251	0.312063380048755	0.0319548419233573	0.000218761747636223	0
K07571|S1 RNA binding domain protein	0.906282815580198	0.0796723813199874	0.00130443988897733	0.00892197768755872	0.0038183855232786
K07574|putative RNA-binding protein containing KH domain	0.999561420567574	0	4.42980412663347e-05	0.000394281391159758	0
K07576|metallo-beta-lactamase family protein	0.930144847973653	0.064812797616959	0.00012451076522136	0.00491783742564938	6.21851740961912e-09
K07584|hypothetical protein	0.93572372894091	0.0594385202093974	3.0081448056694e-05	0.00480766940163595	0
K07586|hypothetical protein	0.599549894816194	0.368325124284694	0.0320357837764328	8.91971226791828e-05	0
K07588|LAO|AO transport system kinase	0.965761980482642	0.0269822965248851	0.00275661237256382	0.00449911061822941	1.67944611800319e-12
K07636|two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC.2.7.13.3]	0.970292822476257	0.0161097022334021	0.0120796990644488	0.00151777622589244	0
K07658|two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	0.98555639999352	0.00623978413954479	0.00146539107270548	0.00673842479421034	1.88285800502327e-14
K07667|two-component system, OmpR family, KDP operon response regulator KdpE	0.937532672206138	0.0371372062715143	0.00033445500806368	0.0136396883290258	0.0113559781852579
K07668|two-component system, OmpR family, response regulator VicR	0.346618889873858	0.638849930114348	0.0124201555990448	0.00211102441274881	0
K07696|two-component system, NarL family, response regulator NreC	0.370534484574053	0.617087224482023	0.0112583060138014	0.00111998492960468	5.17899419350661e-13
K07704|two-component system, LytT family, sensor histidine kinase LytS [EC.2.7.13.3]	0.474323358684453	0.506096899422159	0.0182157515479529	0.00136399034543513	0
K07706|two-component system, AgrA family, sensor histidine kinase AgrC [EC.2.7.13.3]	0.649923789654346	0.316810157879063	0.032883380855777	0.000382671610813877	3.89123161418614e-17
K07707|two-component system, AgrA family, response regulator AgrA	0.68062994573631	0.285239055946087	0.0339783118326742	0.000152686484929581	0
K07718|two-component system, sensor histidine kinase YesM [EC.2.7.13.3]	0.937333120894126	0.0586994823420112	6.7559873530964e-05	0.00389983686241468	2.79171661114825e-11
K07722|CopG family transcriptional regulator, nickel-responsive regulator	0.50596539556934	0.474155022317688	0.0198122207183856	6.73613945843815e-05	2.26622849655495e-15
K07723|CopG family transcriptional regulator	0.943840137666582	0.0507219612446633	0.000496127883067994	0.00494177320555339	1.33456555453965e-13
K07726|putative transcriptional regulator	0.92516839215433	0.0702285747021233	6.23181003656234e-05	0.00454071504287703	3.04314960522173e-13
K07727|putative transcriptional regulator	0.737706973284564	0.207497455601226	0.0170966137226429	0.00534494075905353	0.0323540166325134
K07729|putative transcriptional regulator	0.886291410649706	0.0974007039702751	0.000812919707065354	0.00367857912146097	0.011816386551493
K07735|putative transcriptional regulator	0.599572943001254	0.311890495916781	1.38199246391794e-05	0.0511899676002497	0.0373327735570766
K07738|transcriptional repressor NrdR	0.515987364739861	0.457506380406077	0.0262331009235681	0.000273153930493411	0
K07742|hypothetical protein	0.891884579212474	0.0847165972601262	0.00536968887307841	0.0109817833326178	0.00704735132170395
K07749|formyl-CoA transferase	0.41146799167291	0.579774186944169	0.00678258188313205	0.00197523949978893	0
K07792|anaerobic C4-dicarboxylate transporter DcuB	0.531801161310846	0.4387582051973	0.00550052521749328	0.0239401082728031	1.55817007344434e-12
K07793|putative tricarboxylic transport membrane protein	0.99636288107027	0	0.000775233196876405	0.002861885732854	0
K07812|trimethylamine-N-oxide reductase (cytochrome c) 2	0.477829366445022	0.502936546498239	0.0161052108404427	0.00312887621605226	2.43415485064457e-13
K07816|putative GTP pyrophosphokinase [EC.2.7.6.5]	0.897670437960063	0.0960843225958064	3.39096119683884e-05	0.00621132983215905	2.68594859810129e-15
K07979|GntR family transcriptional regulator	0.82327754063794	0.119271795271542	0.0322448804284019	0.0111340074831665	0.0140717761789497
K08077|UDP-sugar diphosphatase	0.555418061570503	0.426925660831906	0.0161777442398274	0.00147853335752828	2.34605409099809e-13
K08138|MFS transporter, SP family, xylose:H+ symportor	0.86046685244949	0.115164743188372	0.00405066801723828	0.0136094047632689	0.0067083315816303
K08153|MFS transporter, DHA1 family, multidrug resistance protein	0.914831365373584	0.0800057810322812	7.66541755319975e-06	0.00515518817658182	0
K08217|MFS transporter, DHA3 family, macrolide efflux protein	0.909050857685911	0.0227662353222021	0.0335746159150176	0.0346082910768691	0
K08218|MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	0.928646783848671	0	0.0553922902536845	0.0159609258976443	0
K08222|MFS transporter, YQGE family, putative transporter	0.939068200844831	0.0529807788053988	0.00462853746528648	0.00332248288448323	0
K08223|MFS transporter, FSR family, fosmidomycin resistance protein	0.56215286961913	0.426600599615313	0.00373856701000995	0.0075079637555464	0
K08282|non-specific serine|threonine protein kinase	0.922047766385764	0.031474926977732	0.00228053777121044	0.0349533354164335	0.00924343344886039
K08289|phosphoribosylglycinamide formyltransferase 2 [EC.2.1.2.2]	0.972683108298869	0.00417734226062783	0.00204507269354031	0.0210944767469624	0
K08298|crotonobetainyl-CoA:carnitine CoA-transferase	0.606056546585134	0.389115030807616	0.00337654261589902	0.00145187999135169	0
K08301|ribonuclease G	0.893799521995505	0.0472122125057357	0.0583478647235292	0.000640400775229506	0
K08303|putative protease [EC.3.4.-.-]	0.785243042823637	0.208702984841905	0.00513772081665254	0.000916251517805442	0
K08306|membrane-bound lytic murein transglycosylase C	0.506215661307923	0.483448683729071	0.00984651499492539	0.000489139968078306	1.89469973590573e-15
K08307|membrane-bound lytic murein transglycosylase D	0.602025722765939	0.397117251948786	0.000849957451129222	7.06783388186958e-06	2.63346754052367e-13
K08309|soluble lytic murein transglycosylase	0.645901753241467	0.341560503508779	0.0124445274624222	9.32157873313131e-05	0
K08322|L-gulonate 5-dehydrogenase [EC.1.1.1.380]	0.743446597702659	0.0929315048781826	0.0089106035679304	0.00199231331024559	0.152718980540982
K08323|mannonate dehydratase [EC.4.2.1.8]	0.642106189528646	0.15104247652026	0.0318698383881175	0.00487919216773132	0.170102303395245
K08483|phosphotransferase system, enzyme I, PtsI [EC.2.7.3.9]	0.924012398027137	0.0694994684276993	0.000128438317268788	0.00635969521346965	1.44255870473717e-11
K08591|glycerol-3-phosphate acyltransferase PlsY [EC.2.3.1.15]	0.615602096404149	0.358579800652186	0.0229023559456709	0.00291574699799397	0
K08602|oligoendopeptidase F	0.67378414698413	0.31810380158123	0.0080760944539827	3.59569806311614e-05	2.55609762623113e-14
K08641|D-alanyl-D-alanine dipeptidase [EC.3.4.13.22]	0.923145878970591	0.0692031312215242	0.000460472243626227	0.00719051756393799	3.20355389358833e-13
K08681|5-phosphate synthase pdxT subunit [EC.4.3.3.6]	0.937218237616795	0.0583225955373875	0.000241199820196343	0.00421796701631636	9.30472821948943e-12
K08717|urea transporter	0.93287850624684	0	0.0601512954236574	0.0069701983295028	0
K08728|nucleoside deoxyribosyltransferase [EC.2.4.2.6]	0.600104980848312	0.370276652561867	0.0295657592750292	5.2607314792274e-05	0
K08884|serine|threonine protein kinase, bacterial	0.930403966324898	0.0632627906982578	0.000423310134716646	0.00590993284212742	1.24146424740213e-19
K08963|methylthioribose-1-phosphate isomerase [EC.5.3.1.23]	0.498538547008061	0.474033263037235	0.000388998000483842	0.0270391919363597	1.78598733614845e-11
K08974|putative membrane protein	0.97582032717605	0	0.00336105178683217	0.020818621037118	0
K08978|putative membrane protein	0.902339880473537	0.088474568485709	4.55279138277592e-05	0.00914002312679808	1.2779575998416e-13
K08996|putative membrane protein	0.423886898797527	0.561558696696728	0.0145326438074973	2.17606982471548e-05	0
K08998|hypothetical protein	0.58035823150786	0.40643466325669	0.0128621715362712	0.00034493369917879	0
K08999|hypothetical protein	0.964853999502174	0	0.0288334974585786	0.00631250303924761	0
K09013|Fe-S cluster assembly ATP-binding protein	0.961991820141079	0.0330049295303633	0.00162125007650806	0.00338200025205003	0
K09014|Fe-S cluster assembly protein SufB	0.964109524696703	0	0.00882240067588173	0.0270680746274155	0
K09015|Fe-S cluster assembly protein SufD	0.747753208344262	0.231182634979944	0.0210619037557924	2.25275775144752e-06	1.62250250641228e-10
K09022|UPF0076 protein YjgF	0.961445143906648	0	0.00036838746181501	0.0381864686315375	0
K09116|hypothetical protein	0.564694351687438	0.419502641237587	0.0108074892727499	0.0049955178016119	6.12525145960876e-13
K09125|hypothetical protein	0.644420485042275	0.355429680823921	2.0156834917304e-09	0.000149832118120488	0
K09157|hypothetical protein	0.457516417264987	0.518712862101707	3.48792490291655e-06	0.0237672327082663	1.36956702804534e-13
K09181|hypothetical protein	0.899221109667087	0.052245582672648	0.0481632457917574	0.000370061868504737	2.64987152502034e-15
K09384|hypothetical protein	0.95081421776711	0.00363493047069742	0.0362155052503911	0.00933534651180123	0
K09457|7-cyano-7-deazaguanine reductase [EC.1.7.1.13]	0.670977272787779	0.255434612376997	0.00297794698679457	0.0706101675710643	2.77364633730117e-10
K09458|3-oxoacyl-[acyl-carrier-protein] synthase II [EC.2.3.1.179]	0.957817302787162	0	0.040382751564479	0.00179994564835888	0
K09691|lipopolysaccharide transport system ATP-binding protein	0.769894146452121	0.172918930322479	0.0131502028127478	0.00353113869026262	0.040505581722389
K09693|teichoic acid transport system ATP-binding protein [EC.3.6.3.40]	0.99263053935333	0	0.000369708415267732	0.00699975223140246	0
K09697|sodium transport system ATP-binding protein [EC.3.6.3.7]	0.918330647842907	0.0779106032307108	0.000633658412308128	0.00312509051389115	1.83165887498172e-13
K09698|nondiscriminating glutamyl-tRNA synthetase [EC.6.1.1.24]	0.541587239015276	0.432541785218557	0.025672507899339	0.000198467866828414	0
K09702|hypothetical protein	0.982814150047638	0	0.00336615974165167	0.0138196902107107	1.83182900685896e-17
K09704|hypothetical protein	0.928831822782365	0.0651664040049612	1.17399586478774e-06	0.00600059921680911	0
K09726|hypothetical protein	0.549699039745173	0.435963099948152	0.011032236975365	0.00330562333130949	0
K09747|hypothetical protein	0.710168786864251	0.252063240567132	0.0366732994938821	0.00109467307473392	1.26831311808845e-15
K09748|hypothetical protein	0.67928543382228	0.29127886573938	0.0282521698037512	0.0011835306345895	3.86161148770071e-19
K09760|DNA recombination protein RmuC	0.747753554538815	0.246373113027457	0.00582025214568679	5.30802880409413e-05	0
K09761|ribosomal RNA small subunit methyltransferase E	0.648665414597949	0.335487052866762	0.015681319728837	0.000166212806450756	8.79182457879696e-16
K09762|hypothetical protein	0.535845617827914	0.446170407862391	0.0179594037906942	2.45705189994903e-05	9.81678142428307e-16
K09764|hypothetical protein	0.98884679691605	0	0.000116503175616758	0.0110366999083335	0
K09765|hypothetical protein	0.958919249184194	0	0.00164893506775614	0.000999742532416947	0.0384320732156334
K09768|hypothetical protein	0.961084903757457	0.0380249391227323	0.000682316617837883	0.000207840501970519	2.49607494846414e-15
K09770|hypothetical protein	0.920312851869524	0.0739055941700171	0.000152699672922861	0.00562885428753369	1.85602180694606e-15
K09772|hypothetical protein	0.515781760310777	0.468186669638425	0.0157749333270642	0.000256636723733242	1.83888648418555e-22
K09773|hypothetical protein	0.593673240849526	0.378801407320351	0.027468097402088	5.72544242358372e-05	3.79885692054361e-12
K09774|lipopolysaccharide export system protein LptA	0.531267729857806	0.458400106627913	0.00810469233803375	0.00222747117624654	0
K09775|hypothetical protein	0.905269382829354	0.0786035330765604	0.00229710134543701	0.013829982748649	0
K09777|hypothetical protein	0.818293946522596	0.0526880577437682	0.0169373103848856	0.0036405134741855	0.108440171874565
K09779|hypothetical protein	0.880874764510792	0.0989752094187061	0.010117097702443	0.0100329283680588	1.08095079893035e-18
K09787|hypothetical protein	0.464693040980439	0.529571761814119	0.00568077262661266	5.44245788288571e-05	0
K09789|pimeloyl-[acyl-carrier protein] methyl ester esterase [EC.3.1.1.85]	0.496842303058878	0.499823620916739	0.0021018730546647	0.00123220296970172	1.62764732299249e-14
K09792|hypothetical protein	0.564538920175573	0.416341280502612	0.0128954758992551	0.00622432341326824	9.29231079635965e-12
K09795|hypothetical protein	0.515335917875906	0.475687249304024	0.00798406636173616	0.000992766394838579	6.34962637552617e-11
K09798|hypothetical protein	0.498344477940064	0.473359035630661	0.0277454871468428	0.000550999282431637	6.17812122891841e-16
K09808|lipoprotein-releasing system permease protein	0.908398378639074	0.0096967992482656	0.0628030199286207	0.0191018021826558	1.38393274124136e-12
K09810|lipoprotein-releasing system ATP-binding protein [EC.3.6.3.-]	0.988097840205628	0	0.00166370939632558	0.0102384503980461	0
K09811|cell division transport system permease protein	0.986668249837255	0.00665242761121037	0.00306791932625266	0.00361123947241034	1.63752871999103e-07
K09812|cell division transport system ATP-binding protein	0.993672746777768	0.00132767997404602	0.00460224752128861	0.00039732572689772	0
K09815|zinc transport system substrate-binding protein	0.92878467147311	0.0656393603771004	0.000114222113700589	0.00546174602147365	1.46150494350535e-11
K09816|zinc transport system permease protein	0.824939746367022	0.133782537722283	0.00665781812641785	0.00671232197765665	0.0279075758066202
K09817|zinc transport system ATP-binding protein [EC.3.6.3.-]	0.919022602302647	0.0400457330870403	0.01942302440045	0.00417185368281872	0.0173367865270437
K09825|Fur family transcriptional regulator, peroxide stress response	0.925620844744586	0.0662016734437896	0.00119993663715167	0.00697754517447281	0
K09859|hypothetical protein	0.517995571709243	0.475421798621551	0.00658244917330856	1.80495896874487e-07	0
K09861|hypothetical protein	0.686120121227277	0.275156115586009	0.0386209298698739	0.000102833316839992	0
K09888|hypothetical protein	0.93001370680032	0	0.0625450329093893	0.00744126029029054	0
K09903|uridylate kinase [EC.2.7.4.22]	0.568517640082087	0.401398826357191	0.0288134636450819	0.00127006991564006	0
K09936|bacterial|archaeal transporter family-2 protein	0.991775833809178	0	0.00162110782562663	0.00660305836519522	0
K09943|hypothetical protein	0.55618728875409	0.43620498468388	0.00539239993923171	0.00221532662279794	0
K09951|CRISPR-associated protein Cas2	0.784445421225448	0.187987466732216	0.0218293021463612	0.00573780989267545	3.30029517690923e-12
K09952|hypothetical protein	0.774446442499146	0.160003339644719	0.0618109431510491	0.00373927470508561	0
K09960|hypothetical protein	0.905279951499453	0.0820434937809276	0.00625447301382674	0.00642208169950452	6.2884706251519e-12
K09988|hypothetical protein	0.899860871693273	0.0914462455985202	0.00847735121763661	0.000215531471202932	1.9367580261822e-11
K10112|multiple sugar transport system ATP-binding protein	0.534882296086797	0.389121689537568	0.0130649135048942	0.0111667183925619	0.0517643824781783
K10117|raffinose|stachyose|melibiose transport system substrate-binding protein	0.651767028089449	0.189851207591105	0.0534241274813928	0.000432106208693545	0.104525530629359
