feature	s__GGB30286_SGB43248	s__GGB30301_SGB43265	s__GGB30302_SGB43266	s__GGB30302_SGB43267	s__GGB30303_SGB43268	s__GGB30413_SGB43452	s__Atopobiaceae_bacterium_FL090493	s__Adlercreutzia_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__GGB30048_SGB42949	s__Bacteria_unclassified_SGB41586	s__bacterium_0_1xD8_82	s__bacterium_1XD42_1	s__bacterium_1XD42_54	s__bacterium_1XD42_76	s__bacterium_1xD8_48	s__bacterium_D16_29	s__bacterium_D16_54	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB31171_SGB44462	s__GGB28955_SGB41663	s__GGB28887_SGB41568	s__GGB28888_SGB41569	s__GGB28904_SGB41597	s__GGB28948_SGB41654	s__Bacteroidaceae_bacterium	s__Bacteroides_acidifaciens	s__Bacteroides_caecimuris	s__Bacteroides_uniformis	s__GGB28265_SGB40817	s__GGB24132_SGB35935	s__GGB24146_SGB35950	s__GGB24149_SGB35953	s__GGB27872_SGB40306	s__GGB27873_SGB40307	s__GGB27885_SGB40319	s__GGB27890_SGB40324	s__GGB27892_SGB40326	s__GGB27893_SGB40327	s__Duncaniella_dubosii	s__Duncaniella_freteri	s__Duncaniella_muris	s__GGB14013_SGB21440	s__GGB14014_SGB21441	s__GGB14022_SGB21449	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB28248_SGB40791	s__Odoribacter_sp_Z80	s__Prevotella_sp_PCJ2	s__Alistipes_sp	s__GGB24102_SGB35895	s__GGB24102_SGB40205	s__GGB27776_SGB40190	s__GGB27778_SGB40192	s__GGB27791_SGB40207	s__GGB27792_SGB40208	s__Rikenellaceae_bacterium	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__GGB31109_SGB44380	s__GGB27898_SGB40333	s__GGB14001_SGB21428	s__GGB27851_SGB40285	s__GGB23844_SGB35575	s__GGB27861_SGB40295	s__GGB27866_SGB40300	s__GGB27929_SGB40368	s__Mucispirillum_schaedleri	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Lactobacillus_taiwanensis	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__Streptococcus_danieliae	s__GGB31438_SGB44768	s__GGB31439_SGB44769	s__GGB31701_SGB45057	s__GGB31851_SGB45231	s__GGB31853_SGB45233	s__GGB42343_SGB59511	s__GGB42344_SGB59512	s__GGB28955_SGB41664	s__GGB28956_SGB41665	s__GGB28959_SGB41668	s__GGB28893_SGB41574	s__GGB28903_SGB41594	s__GGB28330_SGB40904	s__GGB28384_SGB40964	s__GGB28386_SGB40966	s__GGB28393_SGB40973	s__GGB28394_SGB40974	s__GGB28428_SGB41011	s__GGB28431_SGB41014	s__GGB28433_SGB41016	s__GGB28437_SGB41020	s__GGB28779_SGB41432	s__GGB28881_SGB41561	s__GGB28929_SGB41629	s__GGB28934_SGB41635	s__GGB28945_SGB41650	s__GGB28949_SGB41655	s__GGB28980_SGB41692	s__GGB28996_SGB41712	s__GGB29002_SGB41718	s__GGB29003_SGB41719	s__GGB29004_SGB41721	s__GGB29531_SGB42317	s__GGB29546_SGB42338	s__GGB30142_SGB43067	s__GGB30408_SGB43438	s__GGB28402_SGB40984	s__GGB28404_SGB40986	s__GGB28416_SGB40998	s__GGB28422_SGB41005	s__Candidatus_Arthromitus_sp_SFB_mouse	s__Clostridiaceae_bacterium	s__Clostridiaceae_unclassified_SGB41645	s__GGB28988_SGB41701	s__GGB28989_SGB41702	s__GGB30145_SGB43072	s__GGB30147_SGB43074	s__Emergencia_sp_1XD21_10	s__Clostridiales_bacterium	s__Acetatifactor_muris	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB28621_SGB41239	s__GGB28763_SGB41411	s__GGB28766_SGB41417	s__GGB28769_SGB41421	s__GGB28772_SGB41425	s__GGB28790_SGB41443	s__GGB28793_SGB41446	s__GGB28798_SGB41451	s__GGB28803_SGB41457	s__GGB28807_SGB41461	s__GGB28836_SGB41496	s__GGB28841_SGB41505	s__GGB28846_SGB41513	s__GGB28849_SGB41516	s__GGB28851_SGB41518	s__GGB28861_SGB41531	s__GGB28868_SGB41542	s__GGB28869_SGB41543	s__GGB28870_SGB41546	s__GGB28870_SGB41549	s__GGB28873_SGB41553	s__GGB28875_SGB41555	s__GGB28879_SGB41559	s__GGB28916_SGB41612	s__GGB28926_SGB41623	s__GGB28927_SGB41625	s__GGB28963_SGB41672	s__GGB28968_SGB41679	s__GGB29005_SGB41723	s__GGB29006_SGB41724	s__GGB29006_SGB41725	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_28_4	s__Lachnospiraceae_bacterium_A2	s__Lachnospiraceae_bacterium_A4	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_bacterium_MD335	s__Lachnospiraceae_bacterium_WCA_9_b2	s__Lachnospiraceae_unclassified_SGB41498	s__Roseburia_sp_1XD42_69	s__Schaedlerella_arabinosiphila	s__Oscillibacter_sp_1_3	s__Romboutsia_ilealis	s__Acutalibacter_muris	s__Anaerotruncus_colihominis	s__GGB29550_SGB42344	s__GGB30091_SGB43003	s__GGB30093_SGB43006	s__GGB30295_SGB43259	s__GGB30297_SGB43261	s__GGB30444_SGB43493	s__GGB30445_SGB43494	s__GGB30448_SGB43502	s__GGB30448_SGB43504	s__GGB30451_SGB43508	s__GGB30454_SGB43514	s__GGB30454_SGB43516	s__GGB30457_SGB43521	s__GGB30457_SGB43523	s__GGB30461_SGB43530	s__GGB30461_SGB43533	s__GGB30461_SGB63209	s__GGB30466_SGB43541	s__GGB30466_SGB43546	s__GGB30473_SGB43557	s__GGB30475_SGB63182	s__GGB3171_SGB4185	s__Neglecta_sp_X4	s__Pseudoflavonifractor_sp_60	s__Faecalibaculum_rodentium	s__GGB31184_SGB44478	s__Turicibacter_sp_TS3	s__Firmicutes_bacterium_ASF500	s__GGB30667_SGB43809	s__Parasutterella_excrementihominis	s__Turicimonas_muris	s__GGB28308_SGB40878	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Helicobacter_hepaticus
220500001177-G05	0.05767	0.01637	0.0768	0.0087	0.01034	0.00596	0.02212	0.00214	0.01655	0.02323	0	0	0.00671	0	0.13691	0	0.00503	0	0.01197	0.02451	0.00076	0	0.00531	0.00978	0	0.00084	0.00675	0.01841	0.06251	0.00744	0.61158	0.32716	0.09073	0.22947	0.00089	1.29108	0.8797	0.5561	0.47977	0.17281	0.05269	0.42185	0.35333	0.28899	2.17031	0.33473	3.51962	0.99412	7.71376	2.73245	14.45658	0.91854	2.57696	12.61707	1.38421	5.25436	1.39335	1.41792	0.17896	0.2134	4.09894	2.0342	0.37191	5.75013	0.1938	1.8597	0.70945	0.31683	0.01664	0.64467	7.70804	0.5221	0	0.53407	0.20727	0.54441	0	0.09745	0.13811	0.5238	0.02167	0.11981	0.19995	0	0	0.48571	0	0.03745	0.01401	0.03982	0	0.00959	0	0.00602	0.00864	0.03219	0.00577	1.1928	0.00401	0	0.06554	0.0282	0.00899	0.09939	0.12063	0.64131	0	0.00538	0.01857	0	0.04539	0.00197	0	0.07909	0.0642	0	0.02356	0.00627	0	0.04553	0	0.08749	0.92373	0.14266	0.03189	0.01388	0.00168	0.13322	0.02874	0.00011	0.01484	0.04121	0.20823	3e-04	0.00491	0.26482	0.01825	0	0.01339	0	0	0.02337	0.03369	0	0.01636	0.00691	0.06072	0	0.01491	0.02856	0.01981	0	0	0.04611	0.04983	0.02512	0	0.00571	0.00071	0.11009	0.00531	0.00845	0.01677	0.0043	0.01179	0	0.01759	0.08417	0	0.08943	0.1753	0.01225	0.05366	0.00739	0.40398	0	0	0.01701	0	0.00806	0	0.07502	0.05421	0.03064	0	0.03069	0.00089	0.00947	0.02046	0.01159	0.00561	0.18172	0.0045	0.00064	0.06499	0.23502	0.01072	0.00038	0.0354	0.02573	0.10843	0.00187	0.13701	0.01174	0	0.22313	0.00569	0.15178	0	0.01498	0.04741	0.55807	0.01045	0.1118	0	0.66102
220500001177-G06	0.07134	0.02949	0.05284	0.04666	0.0135	0.01683	0.01181	0.00277	0.01224	0.02491	0	0	0.00966	0	0.29859	0	0.00636	0.00333	0.01882	0.02496	0.00321	0	0.00027	0.0039	0	0.04175	0.08099	0.04786	0.35917	0.01176	0.81257	0.59771	0.1497	0.13378	0.04974	1.44904	0.59113	0.62893	0.49412	0.00563	0.05314	0.44636	1.34744	0.25792	3.01883	0.4654	4.84234	0.7977	9.6533	3.40737	14.348	1.78002	4.04164	5.55686	0.87651	3.90495	0.52684	1.17772	0.2307	0.12721	3.76998	1.55479	0.45516	4.48433	0	1.90593	1.28855	0.5809	0.03777	0.338	5.71363	0.66715	0	1.19995	0.21248	0.40961	0	0.2166	0.25911	0.87314	0.0018	0.26746	0.21245	0	0	0	0.59951	0.04113	0.03367	0	0.08022	0	0.00989	0.02613	0.03905	0.08598	0.08581	0.57076	0.02062	0.05715	0.18059	0.08835	0.04598	0.19761	0.13838	0.59033	0	0.11972	0.01452	0.00032	0.01967	0.00381	0.05607	0.23066	0.0223	0	0.06116	0.12654	0	0.05282	0	0.26351	0.42454	0.21186	0	0.02766	0.01028	0.11091	0.03193	0.0115	0	0.10451	0.58243	0.00168	0.01286	0.84897	0.02347	0	0.1168	0.00725	0	0.02081	0.02423	0	0.0436	0.04512	0.42375	0.01618	0.07443	0.01851	0.06655	0.0621	0	0.14148	0.04466	0.00286	0	0.05074	0	0.26777	0.00965	0.08076	0.01645	0.01202	0	0.5805	0	0.16382	0	0.29707	0.21052	0.00075	0.15914	0	0	0	0	0.02484	0	0.00437	0	0	0.09737	0.04768	0	0.0442	0.00503	0.03893	0.09059	0.03795	0.02218	0	0.05217	0.19149	0.23065	0.33182	0.00055	3e-04	0.02345	0.03258	0.12941	0.01757	0.2809	0.07079	0.00328	0.09059	0.02231	0.36717	0	0	0.07006	0.45981	0.01795	0.05956	0.00306	0.49453
220500001177-G07	0.19117	0.04127	0.21977	0.05033	0.02413	0.06984	0.03115	0.02449	0.19055	0.23579	0.01253	0.00853	0.12625	0.00154	1.16294	0.02016	0.04834	0.04354	0.07334	0.00937	0.0817	0.04238	0.19801	0.02992	0.00467	0.11708	0.17627	0.16714	0.75168	0.12162	0	0.20087	0.06882	0.02891	0.4085	0.2272	0.15221	0.18442	0.28472	0	0.02477	0.12759	0.12793	0.18295	0.58427	0.32744	1.62492	0.13566	0	0.75044	11.96198	0.12975	0.93098	0.00166	0.8962	2.04403	1.75834	1.57411	0.10523	0.72573	3.1575	1.66844	0.15894	9.21089	0.06164	1.52596	0.46732	0.09852	0.00673	2.10039	4.85996	0.4998	1.03577	1.03555	0.11093	0.45917	0.12891	0.43761	0.73097	3.69573	0.56307	3.43398	1.65939	0.00377	2.56492	0.76855	0	0.11214	0.15223	0.06026	0.26348	0	0.07035	0.11713	0.53414	0.58529	0.03633	2.2415	0.02534	0.20155	0.0559	0.18395	0.19598	0.15097	0.04677	0.8127	0.01278	0.01556	0.13525	0.04351	0.28489	0.11645	0.34755	0.47008	0.10952	0	0.05441	0.0062	0.00842	0.20373	0	1.54844	2.08755	0.46587	0.21207	0.16374	0.0413	0.69079	0.58372	0.07551	0.0782	0.23958	0.35659	0.0101	0.08726	0	0.09612	0.13566	0.08418	0.052	0.01766	0.3682	0.18335	0.00446	0.10782	0.1485	0	0	0.1662	0.22649	0.05482	0	0.00133	0.12256	0.41671	0.24714	0	0.13618	0.00065	0.00026	0.10186	0.29977	0.00109	0.0446	0.00145	0	0	1.40118	0	1.48091	0.79249	0.06437	0	0.00148	2.356	0	0.06592	0.14705	0.94672	0.04897	0	0.1333	0.11911	0.14186	0.00859	0.10006	0	0.12291	0.04847	0.06789	0.04878	0.98978	0.00028	0.02883	0.19775	0.02222	0.03251	0	0.09276	0.04469	0.16783	0.03203	0.04129	0.00913	0.00012	0	0.06203	0.712	0.0023	0	0.01123	0.15304	0.00537	0.09794	0.00306	0.72966
220500001177-G08	0.07683	0.03795	0.0326	0.01194	0.04903	0	0.00919	0.03644	0.61903	0.96141	0.07039	0.01748	0.23136	0.02719	0.4316	0.00301	0	0.02791	0.05237	0.11814	0	0.00611	0.08164	0.01002	0.30028	0.07312	0.00299	0.13243	0.98838	0.11081	1.28903	0.20933	0.19077	0.14072	0.51566	0.11556	0.09351	0.13137	0.17077	0	0.00817	0.06388	0.00954	0.15199	3.99977	2.20962	1.28389	0.0296	0	0.28057	16.28548	0	0.35841	0.37172	0.53813	6.15138	1.4457	0.83891	0.03454	0.03687	7.71347	2.05054	0.08132	13.7348	0.01338	1.95064	0.4083	0.05775	0.01047	0.35156	0.14323	0.1361	0	0.17363	0.48081	1.13576	0.52237	0.19531	1.083	1.45481	0.58741	1.78611	1.47815	0.0047	0	0	0	0.14868	0	0.11625	0	0.06873	0.03813	0.03776	0.07303	0.39357	0.07041	0.73999	0.06655	0.02389	0.14405	0.04102	0.0093	0.03941	0.11091	0.55581	0.0066	0	0.03444	0.01092	0.13772	0.07865	0	0.04202	0.48962	0	0.05705	0.08924	0	0.18085	0	0.00154	0.88288	1.61971	1.27779	0.23131	0.02537	0	0.05348	0	0	0	0.0139	0.00212	0.36836	0	0.06627	0	0.28761	0.00161	0.03305	0.07547	0.17098	0	0.11802	0.19947	1.29388	0.00737	0.34782	0.15031	0.99131	0	0	0.02445	0.25036	0.07388	0.01743	0.26734	0.01138	0.50411	0.02801	0.28717	0.08301	0.04591	3.22673	0	0.02126	1.30746	0	1.26908	0.13686	0.00231	0.13638	0.00039	0	0.03047	0.08447	0.00228	0	0.05568	0	0	0.10893	0.12455	0.00571	0.03468	0	0.01063	0	0.2473	0.05147	0.02708	0.42051	0.03168	0.33834	0.11162	0.00899	0.00497	0.08194	0.09299	0.13248	0.02496	0.00514	0.01729	0	0	0	0	0	0	0	0.46815	0.02527	0.30238	0.01873	0.38546
220500001177-G09	0.13342	0.13428	0.33795	0.01199	0.03631	0	0.03197	0.02876	0.25248	0.67917	0.00735	0.00501	0.23749	0.03732	0.76783	0.00612	0.02757	0.12886	0.08748	0.17514	0.00799	0.02124	0.07325	0.01148	0	0.15722	0.00869	0.16108	0.76725	0.05927	1.16185	0.32613	0.08976	0.10837	0.78212	0.33807	0.08002	0.21477	0.08601	0	0.01211	0.04163	0.02223	0.10016	2.29908	0.24875	0.80645	0.02702	0.0057	0.02243	8.07719	0.01008	0.05866	0	0.40079	3.91024	0.99224	0.47255	0	0.0855	5.985	3.08895	0.1848	9.04992	0	4.08846	0.46405	0.10184	0.0075	0.21513	0.9202	0.08608	0	1.75	0.06632	0.42992	0	0.33492	2.47102	10.26929	0.51748	2.14815	4.60401	0.00492	0	0	0.30446	0.38025	0.06871	0	0.01058	0	0.07805	0.05236	0.00878	0.25892	0.08911	1.36877	0.03983	0.03076	0.08792	0.27342	0.03194	0.04046	0.07445	1.50204	0.00379	0	0.03198	0.00027	0.15509	0.07642	0.36992	0.66252	0.09715	0	0.04418	0	0	0.21924	0	0.27877	0.5335	0.38948	4.23371	0.16766	0.04736	0.11052	0.11016	0.10799	0	0.23095	1.65314	0.0075	0.04589	0	0.0683	0	0.45186	0.01608	0.02728	0.12092	0.08597	0	0.00315	0.16718	1.99728	0.07291	0.20014	0.11938	0.04609	0	0	0.09435	0.17738	0.07872	0	0.04454	0	0.86672	0.0867	0.21154	0.05949	0.06938	0.02861	1.48119	0	0.59978	0	1.60756	1.01463	0.0541	0.18948	0	0	0	0.08483	0.02331	0	0.12611	0.00408	0	0.1533	0.15544	0	0.08407	0	0.04734	0.03259	0.05397	0.09833	0	0.03266	0.31933	0.39997	0.14864	0.02903	0.00448	0.03273	0.0268	0.09934	0.03836	0.02275	0.03619	0.00428	0.00278	0.12221	0.11149	0.02416	0	0.08306	0.10663	0.01736	0.11636	0.01368	1.05387
220500001177-H01	0.09729	0.07748	0.42136	0.13519	0.08443	0.00134	0.01756	0.00153	0.02142	0.03296	0	0	0.01654	0	0.61628	0.02819	0.04325	0.00868	0.05184	0.00219	0.03169	0.06551	0.01218	0.00306	0	0.11666	0.01928	0.19773	0.18527	0.07328	0.97461	0.53689	0.22009	0.27574	1.85675	0.74659	0.12275	0.2149	0.48552	0.01828	0.11328	0.18075	0.18372	0.1876	1.33555	1.33568	2.61703	0.33815	0.22972	5.11218	12.96825	0.07493	1.67094	1.1308	1.71785	3.89124	1.01208	2.98603	0.08444	0.18108	4.31939	0.96918	0.33621	5.15821	0.22018	1.76273	1.57118	0.49878	0.05876	0.65652	7.32687	0.50087	0.28024	1.97512	0.0334	0.44081	1.7897	0.68992	0.01251	0.02316	0.02484	0.00726	0.01021	0	6.18053	0	0	0.07676	0.02844	0	0.38278	0	0.04547	0.04556	0.07018	0.05371	0.07993	2.05375	0.03607	0	0.04475	0.20488	0.12825	0.33342	0.10294	0.6515	0.00801	0.0078	0.03144	0.0112	0.10531	0.01707	0.16224	0.22472	0.03593	0.04406	0.07648	0.06971	0	0.0147	0	0.39021	1.04801	0.25988	0	0.08922	0.02546	0.20833	0.13777	0.06847	0.04312	0.03842	0.22618	0.00145	0	1.59863	0.05962	0.12171	0.13136	0.03408	0.0024	0.07884	0.10925	0.00011	0.01134	0.13289	0.23475	0	0.07411	0.11922	0.076	0.00752	0	0.05111	0.1292	0.08462	0	0.07691	0.0154	0	0.08021	0.10241	0.05867	0.02363	0.1674	0.52567	0	0.15961	0	1.02608	0.01444	0.03742	0.06488	0.204	1.09393	0	0.02761	0.05007	0.50467	0.00422	0	0	0.10046	0.05259	0	0.08824	0.02687	0.09978	0.02917	0.05776	0.1108	0.36144	0	0.00539	0.23095	0.42995	0.02317	0.0189	0.04157	0.04823	0.0432	0.00783	0.35779	0.06708	0.00249	0.09613	0.01103	0.42813	0.00165	0	0.06468	0.08814	0.04644	0.07335	0.01828	1.52847
220500001177-H02	0.05227	0.05908	0.1233	0.02776	0.06169	0	0.00464	0.00454	0.04466	0.0954	0	0	0.0333	0	0.63967	0.00454	0.06452	0.01422	0.04277	0.01824	0	0.00528	0	0	0	0.00922	0	0.12541	0.06668	0.02555	0.47536	1.52991	0.60726	0.01552	1.4081	0.74007	0.1753	0.16302	0.50002	0.04138	0.04464	0.20197	0.36	0.37792	1.41884	1.1124	3.06688	0.22581	0.54733	3.52156	22.51792	0.07449	2.7244	6.61227	2.0789	3.6704	1.3434	2.89586	0.45534	0.41034	6.35801	2.43199	0.35423	0.68612	0.30989	1.71311	1.42621	0.28129	0.03824	0.12121	3.97327	0.46631	0	2.62179	0.12266	0.77541	0	0.51788	0.01986	0.09338	0.06611	0.11525	0.06246	0	0	0.12312	0	0.21474	0	0.09015	0	0.1504	0.04341	0.04056	0.18043	0.18113	0.05297	0.91707	0.01219	0	0.02341	0.00595	0.14046	0.06892	0.04611	0.62341	0.00277	0	0.06692	0.00833	0.07092	0	0	0.12298	0.26102	0	0.05722	0.02644	0	0.12218	0	0.04779	1.13163	0.50286	0.04399	0.17456	0.10547	0.13411	0.11402	0	0	0.08863	0.28862	0	0.05743	0.00592	0.02637	0.01384	0.07668	0	0.01618	0.16307	0.07057	0	0	0.13059	0.41352	0.00198	0.05821	0.21656	0.35278	0	0	0.05202	0.11629	0.08987	0	0.00097	0	0.08546	0.04677	0.0596	0.0317	0.02603	0.34944	0	0.43803	0.54207	0.22419	0.51577	0.29019	0.0069	0.20377	0.04859	1.8524	0	0.01778	0.00375	0	0.04742	0	0	0.17114	0.06039	0	0.01704	0.00122	0	0	0.17174	0.06256	0	0.08868	0.27017	0.19061	0.08663	0.0264	0	0.02655	0.04061	0.05209	0	0	0.00814	0	0.00834	0.02595	0	0	0	0.0163	0.17728	0.11926	0.09812	0.01301	1.93615
220500001177-H03	0.09845	0.06364	0.17501	0.01831	0.10376	0.06794	0	0	0.06114	0.04796	0.00181	0.00105	0.03563	0	0.39846	0.00221	0.01835	0.02216	0.10049	0.331	0	0.0529	0.07115	0.00593	0.02834	0.08723	0.00429	0.36515	0.16685	0.01841	0.08127	0.76634	0.11398	0.0187	1.67997	1.02601	0.10699	0.49914	0.06272	0.07596	0.03486	0.2211	0.05608	0.29684	0	0.3731	5.36043	0.31088	0.42219	4.27727	7.8768	0.16297	2.95169	0	0.31416	3.98131	1.19027	0.56371	0.71877	0.30988	8.75055	5.8436	0.30399	11.23597	0	2.02085	0.56494	0.11518	0.01334	0.67363	4.09401	0.25827	0	1.88284	0.28208	0.89654	1.25004	0.51222	0.08241	0.68842	0.33009	0.32396	0.27571	0	0	0	0	0.42785	0	0	0.00622	0	0.04454	0.00604	0.339	0.19016	0.04826	1.4941	0.02185	0.02465	0.04004	0.16271	0.16533	0.01562	0.01846	0.07667	0.02871	0	0.02181	0.0027	0.0873	0.07532	0.35323	0.02976	0.25323	0	0.03805	0.36579	0	0.16014	0.06779	0.26381	1.58281	0.03953	0.83185	0.22247	0.01286	0.26065	0.0599	0.00704	0.0025	0	0.47943	0.01414	0.11381	0.05419	0.0529	0	0.04994	0	0.00667	0.23945	0.10116	0	0.16048	0.03213	0.09955	0.00713	0.07054	0.02899	0.07054	0.00913	0	0.21289	0.10116	0.11265	0	0.06866	0	0	0.11938	0.05807	0.06509	0.01368	1.81593	0.13985	0	0.56549	0	0.88104	0	0.03384	0.31967	0.00284	2.29193	0	0.09333	0.142	0	0.08785	0	0	0.2778	0.12625	0	0.1109	0.01174	0.08618	0.03485	0.24844	0	0.04079	0.21694	0.32546	0.73025	0.18877	0.01439	0.00476	0.10495	0.37776	0.13549	0.01431	0.38733	0.01603	0.00174	0	0	0	0.00129	0	0.10218	0	0.01823	0.05083	0.06487	2.72501
220500001177-H04	0.21948	0.12877	0.29245	0.05855	0.08469	0.0601	0.01626	0.00242	0.03145	0.05938	0.00298	0	0.02043	0.00518	0.39898	0.0073	0.05257	0.00156	0.05232	0	0.10377	0	0.01004	0.00997	0.00827	0.03609	0.2674	0.17056	0.18586	0.04108	0.33627	0.22685	0.08683	0.13952	0.01199	0.80783	0.6053	0.61884	0.46009	0.01855	0.04848	0.19397	0.52466	0.13422	0.60157	0.57874	2.55957	0.88281	1.63066	1.20263	10.86066	0.65014	1.71353	2.54714	1.60111	4.561	1.44584	1.5537	0.17936	0.1242	3.68213	0.27655	0.35393	6.92764	0.18397	1.34382	0.92831	0.30362	0.01535	0.32767	9.76739	0.49526	7.57814	0.84068	0.06721	0.41229	0.09412	0.24011	0.09155	0.2819	0.01532	0.08064	0.07505	0	1.81526	0	0	0.08294	0.02434	0	0.23528	0	0.0223	0.05183	0.15294	0.23968	0.26509	1.44753	0.00899	0	0.13965	0.09498	0.04747	0.17434	0.08273	0.60942	0.01461	0.15769	0.06342	0.00218	0.04934	0.05312	0.27737	0.25061	0.17144	0.00207	0.15118	0.02153	0.01584	0.08105	0	0.34798	0.77778	0.25498	0	0.05162	0.01479	0.6555	0.14429	0.0437	0.0819	0.08527	0.34455	0.00668	0	2.10422	0.14187	0.10544	0.11579	0.02396	0.00378	0.22398	0.12439	0	0.06079	0.17543	0.16464	0	0.07912	0.15516	0.03908	0.06126	0	0.26496	0.1149	0.02542	0	0.03957	0	0	0.044	0.05362	0.06534	0.07886	0.15045	0.05477	0	0.25254	0.13025	1.45414	0.79361	0.05352	0.08611	0.13735	0.84581	0	0.01363	0.10713	0	0.20074	0	0.63632	0.33228	0.16132	0	0.04924	0.00266	0.35501	0.50696	0.06829	0.23444	0.61306	0	0.57811	0.50813	0.15151	0.0512	0.03958	0.12434	0.15183	0.16815	0.05085	0.057	0.08087	0.00909	0.16957	0.00664	0.15746	0.00543	0.03092	0.05334	0.29727	0.21657	1.07618	0.1585	0.4074
220500001177-H05	0.11738	0.04598	0.27011	0.0258	0.05112	0	0.02318	0.00205	0.02422	0.03373	0	0	0.01236	0	0.51616	0.00347	0.00679	0.00018	0.01334	0.07484	0.00869	0.00351	0.01205	0.01049	0	0	0.03516	0.06775	0.16441	0.0101	0.28758	0.48168	0.04804	0.48453	0.01111	1.255	0.63189	0.66901	0.47334	0.14355	0.04526	0.43749	0.29617	0.27933	2.14913	0.27144	3.40596	1.04806	7.43284	3.67927	13.5709	0.85201	4.14067	12.52447	2.12533	3.12051	0.90581	1.35946	0.29442	0.26297	2.72063	1.22027	0.37717	3.88827	0.16448	1.36179	1.47099	0.32865	0.02075	0.24752	7.21996	0.58986	0	0.62337	0.1976	0.4753	0	0.14956	0.07523	0.22553	0.02055	0.03179	0.05364	0	0	0.19369	0	0.04304	0.00688	0.0557	0	0.00027	0.00985	0.03909	0.06929	0.054	0.04962	1.81704	0.00821	0	0.02647	0.01434	0.01046	0.12141	0.15503	0.74999	0	0.05262	0.02741	0	0.05072	0.01054	0	0.08853	0.09499	0	0.06096	0.00426	0	0.07245	0	0.022	1.14979	0.13451	0.01262	0.02275	0.00975	0.20632	0.07563	0.00247	0.01189	0.0286	0.28351	0.00118	0.03813	1.32815	0.0266	0	0.02454	0	0	0.00155	0.07273	0	0.03492	0.02787	0.15024	0.00125	0.034	0.04148	0.04899	0	0	0.08097	0.11677	0.07166	0	0.01725	0	0.43305	0.02022	0.05826	0.0168	0.01938	0.02667	0	0.31766	0.20814	0.00177	0.2648	0.46024	0.02158	0.1216	0.01079	0.71438	0	0	0.0331	0	0.03952	0	0.16936	0.11089	0.05521	0	0.05823	0.00581	0.08272	0.10062	0.0458	0.04934	0.35102	0	0.0474	0.10344	0.16428	0.02223	0.00279	0.036	0.10047	0.08315	0.00712	0.0812	0.0506	0.00095	0.1548	0.00133	0.15481	0	0.0675	0.05565	0.53981	0.04556	0.25495	0.03591	0.54505
220500001177-H06	0.10797	0.03215	0.10979	0.03462	0.00276	0.02378	0.02555	0.00449	0.02705	0.04247	0	0	0.01663	0.00013	1.19111	0.00242	0.00708	0.00662	0.03468	0.03147	0.09493	0	0.00112	0.0222	0	0.01493	0.04119	0.09824	0.14595	0.02094	0.10562	0.53895	0.11193	0.53244	0.09779	1.17377	0.73462	0.48799	0.59842	0.01098	0.04404	0.46438	2.18399	0.16495	2.88374	0.3955	3.89994	1.24507	10.42577	3.78741	15.31984	1.92628	4.32872	1.8687	1.077	4.13701	0.87917	1.2475	0.16366	0.12827	2.74678	1.29099	0.25203	3.47502	0	1.27753	0.7041	0.56164	0.01961	0.62876	5.95023	0.88571	0	0.94882	0.21109	0.67765	0	0.16748	0.30487	1.18043	0.00444	0.4995	0.32373	0	0	0	1.53834	0.0495	0.05464	0	0.01033	0	0.01803	0.01929	0.62562	0.16634	0.10357	0.41231	0.00815	0.34067	0.0034	0.02168	0.1428	0.0148	0.07852	0.279	0.00224	0.16735	0.0255	0.00178	0.02187	0.00863	0.12345	0.19061	0.04207	0	0.08527	0.2738	0	0.12147	0.08793	0.15981	0.38587	0.1263	0	0.02418	0.01164	0.475	0.12796	0.03286	0	0.16058	0.31494	0.00245	0.03077	0.00642	0.07782	0	0.24528	0.00211	0	0.05376	0.03827	0	0.05532	0.05797	0.74528	0.00601	0.05166	0.04895	0.03417	0.02041	0	0.10395	0.06921	0.06257	0	1e-04	0	0.11596	0.05992	0.05749	0.02723	0.0174	0.00698	0.02781	0	0.28423	0	0.32959	1.30733	0.02907	0.00283	0	0	0	0.00038	0.02983	0	0.03373	0	0	0.14864	0.10966	0	0.04314	0.00772	0.15627	0.22067	0.0432	0.05762	0	0.02061	0.66829	0.16091	0.18921	0.0063	0.01391	0.031	0.06605	0.14552	0.00795	0.12065	0.022	0.00444	0.16976	0.03707	0.53873	0.00167	0	0.07706	0.3985	0.01565	0.11264	0.01971	0.26814
